frame,time,offset,recv time,send,the,raw,time_2
259,0.035449181,-0.008530055,1641996550,1641996550,0.036930094,8.3535,0.038449181
260,0.036650028,-0.008530941,1641996550,1641996550,0.038130054,8.3535,0.039650028
261,0.046450042,-0.008529806,1641996550,1641996550,0.047930012,8.3535,0.049450042
262,0.035683616,-0.008528217,1641996550,1641996550,0.037159929,8.3535,0.038683616
263,0.036382735,-0.008528292,1641996550,1641996550,0.037859926,8.3535,0.039382735
264,0.048172456,-0.008527976,1641996550,1641996550,0.049659977,8.3535,0.051172456
265,0.037726567,-0.008526013,1641996550,1641996550,0.039220104,8.3535,0.040726567
266,0.036620457,-0.008528311,1641996550,1641996550,0.038110027,8.3535,0.039620457
267,0.036338951,-0.008529093,1641996550,1641996550,0.03782011,8.3535,0.039338951
268,0.037651929,-0.008531007,1641996550,1641996550,0.039129982,8.3535,0.040651929
269,0.036496111,-0.008532234,1641996550,1641996550,0.037979851,8.3535,0.039496111
270,0.036297498,-0.008532463,1641996550,1641996550,0.037769804,8.3535,0.039297498
271,0.046714851,-0.008532831,1641996550,1641996550,0.048190126,8.3535,0.049714851
272,0.040479032,-0.008533088,1641996550,1641996550,0.041960011,8.3535,0.043479032
273,0.036231436,-0.008533634,1641996550,1641996550,0.037709961,8.3535,0.039231436
274,0.036833833,-0.008533548,1641996550,1641996550,0.038310061,8.3535,0.039833833
275,0.037403819,-0.008533713,1641996550,1641996550,0.038879881,8.3535,0.040403819
276,0.036402648,-0.008533901,1641996550,1641996550,0.037880192,8.3535,0.039402648
277,0.035971684,-0.008533998,1641996551,1641996551,0.037449846,8.3535,0.038971684
278,0.047809601,-0.008534432,1641996551,1641996551,0.049279938,8.3535,0.050809601
279,0.044344028,-0.008534273,1641996551,1641996551,0.045820007,8.3535,0.047344028
280,0.037974437,-0.00853451,1641996551,1641996551,0.03944994,8.3535,0.040974437
281,0.02840959,-0.008534302,1641996551,1641996551,0.02989007,8.3535,0.03140959
282,0.037149817,-0.008532673,1641996551,1641996551,0.038620005,8.3535,0.040149817
283,0.038948977,-0.008533442,1641996551,1641996551,0.040420065,8.3535,0.041948977
284,0.047970405,-0.008533588,1641996551,1641996551,0.049460182,8.3535,0.050970405
285,0.049556499,-0.008533483,1641996551,1641996551,0.05102993,8.3535,0.052556499
286,0.045266261,-0.008533825,1641996551,1641996551,0.046750078,8.3535,0.048266261
287,0.036499678,-0.008534848,1641996551,1641996551,0.037980089,8.3535,0.039499678
288,0.046560242,-0.008535101,1641996551,1641996551,0.048039923,8.3535,0.049560242
289,0.036815023,-0.008533811,1641996551,1641996551,0.038279781,8.3535,0.039815023
290,0.046628488,-0.008533967,1641996551,1641996551,0.048100004,8.3535,0.049628488
291,0.041154996,-0.00853385,1641996551,1641996551,0.042629967,8.3535,0.044154996
292,0.037109161,-0.008533741,1641996551,1641996551,0.038589964,8.3535,0.040109161
293,0.042885989,-0.008533686,1641996551,1641996551,0.044359932,8.3535,0.045885989
294,0.036996363,-0.008533476,1641996551,1641996551,0.038470039,8.3535,0.039996363
295,0.041099494,-0.008533662,1641996551,1641996551,0.042579899,8.3535,0.044099494
296,0.038473891,-0.008534239,1641996551,1641996551,0.039950142,8.3535,0.041473891
297,0.039657824,-0.008534425,1641996551,1641996551,0.041139851,8.3535,0.042657824
298,0.046268964,-0.008534217,1641996551,1641996551,0.047739992,8.3535,0.049268964
299,0.041016406,-0.008534258,1641996552,1641996551,0.042490015,8.3535,0.044016406
300,0.039283118,-0.008534036,1641996552,1641996552,0.040770063,8.3535,0.042283118
301,0.04180665,-0.008533906,1641996552,1641996552,0.043290148,8.3535,0.04480665
302,0.045698065,-0.008534569,1641996552,1641996552,0.047179947,8.3535,0.048698065
303,0.037462315,-0.008535466,1641996552,1641996552,0.038929949,8.3535,0.040462315
304,0.037399564,-0.00853518,1641996552,1641996552,0.038889894,8.3535,0.040399564
305,0.038064932,-0.008535599,1641996552,1641996552,0.039540062,8.3535,0.041064932
306,0.050439768,-0.008535319,1641996552,1641996552,0.051909933,8.3535,0.053439768
307,0.041425624,-0.008535781,1641996552,1641996552,0.042899857,8.3535,0.044425624
308,0.047864242,-0.008535667,1641996552,1641996552,0.049350033,8.3535,0.050864242
309,0.04751087,-0.008536108,1641996552,1641996552,0.048990021,8.3535,0.05051087
310,0.046789407,-0.008536577,1641996552,1641996552,0.048269997,8.3535,0.049789407
311,0.048017157,-0.008536709,1641996552,1641996552,0.049489985,8.3535,0.051017157
312,0.049916803,-0.008536636,1641996552,1641996552,0.051389942,8.3535,0.052916803
313,0.0373043,-0.008536953,1641996552,1641996552,0.03876997,8.3535,0.0403043
314,0.041376384,-0.008536847,1641996552,1641996552,0.042850027,8.3535,0.044376384
315,0.124736049,-0.008537748,1641996552,1641996552,0.126209984,8.3535,0.127736049
316,0.037752078,-0.008537934,1641996552,1641996552,0.039229879,8.3535,0.040752078
317,0.036730411,-0.00853813,1641996552,1641996552,0.03820015,8.3535,0.039730411
318,0.037447169,-0.00853844,1641996552,1641996552,0.03891016,8.3535,0.040447169
319,0.042933286,-0.008538783,1641996553,1641996552,0.044399986,8.3535,0.045933286
320,0.037887253,-0.008538641,1641996553,1641996553,0.039360056,8.3535,0.040887253
321,0.038004891,-0.0085385,1641996553,1641996553,0.03947998,8.3535,0.041004891
322,0.04662884,-0.00853861,1641996553,1641996553,0.048100004,8.3535,0.04962884
323,0.05115195,-0.00853892,1641996553,1641996553,0.052629957,8.3535,0.05415195
324,0.038662109,-0.008538876,1641996553,1641996553,0.04012991,8.3535,0.041662109
325,0.03665708,-0.008538947,1641996553,1641996553,0.038130054,8.3535,0.03965708
326,0.041629583,-0.008539706,1641996553,1641996553,0.043100128,8.3535,0.044629583
327,0.038365532,-0.008539606,1641996553,1641996553,0.039839993,8.3535,0.041365532
328,0.037665,-0.008539786,1641996553,1641996553,0.039129982,8.3535,0.040665
329,0.039288596,-0.008539991,1641996553,1641996553,0.040759811,8.3535,0.042288596
330,0.037686381,-0.008539949,1641996553,1641996553,0.039160023,8.3535,0.040686381
