frame,time,offset,recv time,send,the
180,0.042905569,0.003450871,1641863031,1641863031,0.039459944
181,0.030907154,0.002112389,1641863031,1641863031,0.028810024
182,0.045553565,0.00230968,1641863031,1641863031,0.043260098
183,0.043916941,0.004904509,1641863031,1641863031,0.039030075
184,0.031701446,0.002186179,1641863032,1641863031,0.02952981
185,0.054249883,0.002766252,1641863032,1641863032,0.051499844
186,0.054395676,0.002635479,1641863032,1641863032,0.051779985
187,0.039410353,0.002106428,1641863032,1641863032,0.037310123
188,0.040829301,0.002316117,1641863032,1641863032,0.038529873
189,0.042541981,0.002605677,1641863032,1641863032,0.039949894
190,0.044318438,0.002989292,1641863032,1641863032,0.041339874
191,0.03990972,0.002142787,1641863032,1641863032,0.037770033
192,0.050247908,0.002242804,1641863032,1641863032,0.048010111
193,0.044077039,0.002298236,1641863032,1641863032,0.041800022
194,0.043699622,0.002254605,1641863032,1641863032,0.041460037
195,0.043221593,0.002150178,1641863032,1641863032,0.041090012
196,0.040167332,0.002102137,1641863032,1641863032,0.038080215
197,0.042289376,0.002192855,1641863032,1641863032,0.040109873
198,0.04076004,0.002806902,1641863032,1641863032,0.037970066
199,0.043242574,0.002220273,1641863032,1641863032,0.04102993
200,0.040582538,0.002759337,1641863032,1641863032,0.03783989
201,0.052347779,0.002134919,1641863032,1641863032,0.050220013
202,0.040992975,0.002283573,1641863032,1641863032,0.038720131
203,0.030701995,0.002243876,1641863032,1641863032,0.028470039
204,0.045805812,0.002069831,1641863032,1641863032,0.043740034
205,0.041164398,0.004365683,1641863032,1641863032,0.036809921
206,0.041206479,0.002224803,1641863032,1641863032,0.038990021
207,0.049710155,0.002343535,1641863032,1641863032,0.047379971
208,0.03896153,0.002589822,1641863033,1641863032,0.036390066
209,0.044781923,0.002008915,1641863033,1641863033,0.042780161
210,0.041934133,0.004139066,1641863033,1641863033,0.037800074
211,0.040061116,0.002158999,1641863033,1641863033,0.037919998
212,0.040006757,0.002168536,1641863033,1641863033,0.03783989
213,0.040841222,0.00222528,1641863033,1641863033,0.038619995
214,0.042760611,0.002343178,1641863033,1641863033,0.040440083
215,0.041545153,0.002607822,1641863033,1641863033,0.03895998
216,0.040173292,0.002251148,1641863033,1641863033,0.037930012
217,0.04028821,0.002295971,1641863033,1641863033,0.038000107
218,0.039542079,0.002151132,1641863033,1641863033,0.037410021
219,0.045662045,0.002141833,1641863033,1641863033,0.043529987
220,0.044704199,0.002554417,1641863033,1641863033,0.042160034
221,0.038962126,0.002235413,1641863033,1641863033,0.036740065
222,0.040385962,0.002120018,1641863033,1641863033,0.038269997
223,0.031668782,0.002241015,1641863033,1641863033,0.029439926
224,0.047754049,0.002555132,1641863033,1641863033,0.045210123
225,0.04280293,0.004386306,1641863033,1641863033,0.038429976
226,0.043426871,0.002303958,1641863033,1641863033,0.041140079
227,0.041187882,0.002469897,1641863033,1641863033,0.038720131
228,0.046550035,0.002719402,1641863033,1641863033,0.043839931
229,0.055542946,0.002251625,1641863033,1641863033,0.053300142
230,0.052999854,0.002230287,1641863033,1641863033,0.050780058
231,0.041636944,0.002215624,1641863033,1641863033,0.039429903
232,0.031456709,0.002229929,1641863033,1641863033,0.029230118
233,0.046004057,0.002470255,1641863034,1641863033,0.043540001
234,0.041694164,0.00432682,1641863034,1641863034,0.03737998
235,0.04168725,0.002265453,1641863034,1641863034,0.039430141
236,0.04043591,0.00222218,1641863034,1641863034,0.038219929
237,0.049539924,0.002255797,1641863034,1641863034,0.047290087
238,0.039850354,0.002088189,1641863034,1641863034,0.037770033
239,0.042708158,0.002073526,1641863034,1641863034,0.040649891
240,0.041132212,0.00260663,1641863034,1641863034,0.038530111
241,0.043551207,0.002180338,1641863034,1641863034,0.041389942
242,0.053225398,0.002077937,1641863034,1641863034,0.051159859
243,0.030195951,0.002210855,1641863034,1641863034,0.027999878
244,0.04505682,0.002270937,1641863034,1641863034,0.04279995
245,0.055636406,0.004477024,1641863034,1641863034,0.051170111
246,0.03929472,0.00211215,1641863034,1641863034,0.037199974
247,0.032387495,0.002213955,1641863034,1641863034,0.030179977
248,0.046100259,0.002799153,1641863034,1641863034,0.043309927
249,0.04636085,0.004250407,1641863034,1641863034,0.04211998
250,0.040917039,0.002163291,1641863034,1641863034,0.03876996
251,0.040015936,0.002177,1641863034,1641863034,0.037850142
252,0.046211123,0.002240777,1641863034,1641863034,0.043979883
253,0.053485155,0.002066135,1641863034,1641863034,0.051429987
254,0.039983988,0.002116203,1641863034,1641863034,0.037880182
255,0.032812953,0.002244353,1641863034,1641863034,0.030580044
256,0.045157075,0.002968669,1641863034,1641863034,0.042200089
257,0.054915071,0.004255414,1641863035,1641863034,0.050669909
258,0.030464172,0.002187252,1641863035,1641863035,0.028289795
259,0.045106769,0.002293944,1641863035,1641863035,0.04282999
260,0.055667043,0.004490256,1641863035,1641863035,0.051190138
261,0.040016174,0.002136707,1641863035,1641863035,0.037890196
262,0.031392813,0.002322912,1641863035,1641863035,0.029079914
263,0.045629501,0.00248456,1641863035,1641863035,0.043159962
264,0.055904388,0.004468679,1641863035,1641863035,0.051450014
265,0.040791869,0.002305388,1641863035,1641863035,0.038500071
266,0.041154146,0.00211072,1641863035,1641863035,0.039059877
267,0.040534973,0.002786636,1641863035,1641863035,0.037760019
268,0.040318489,0.002132177,1641863035,1641863035,0.038190126
269,0.042131782,0.002046943,1641863035,1641863035,0.040090084
270,0.040163636,0.002027631,1641863035,1641863035,0.038150072
271,0.040851951,0.002292275,1641863035,1641863035,0.038579941
272,0.04060781,0.002147317,1641863035,1641863035,0.03847003
273,0.04029572,0.00223887,1641863035,1641863035,0.038069963
274,0.046608567,0.002169728,1641863035,1641863035,0.044450045
275,0.044618368,0.006305218,1641863035,1641863035,0.038320065
276,0.040427446,0.002216816,1641863035,1641863035,0.038219929
277,0.04461813,0.002723932,1641863035,1641863035,0.041910172
278,0.049284577,0.00226891,1641863035,1641863035,0.047029972
279,0.039843321,0.002187967,1641863035,1641863035,0.037660122
280,0.041391492,0.001953721,1641863035,1641863035,0.03944993
281,0.048215985,0.00282681,1641863036,1641863035,0.045400143
282,0.040397882,0.002334356,1641863036,1641863036,0.038069963
283,0.041217446,0.002279401,1641863036,1641863036,0.038949966
284,0.040835619,0.002642393,1641863036,1641863036,0.038199902
285,0.043272495,0.002152681,1641863036,1641863036,0.041129827
286,0.040454626,0.002207279,1641863036,1641863036,0.038259983
287,0.044286251,0.002182245,1641863036,1641863036,0.04211998
288,0.166636825,0.002208352,1641863036,1641863036,0.164440155
289,0.042221069,0.002172232,1641863036,1641863036,0.040060043
290,0.039930701,0.002170682,1641863036,1641863036,0.037769794
291,0.042781949,0.002107978,1641863036,1641863036,0.040689945
292,0.041804075,0.002769709,1641863036,1641863036,0.039050102
293,0.044246197,0.002242565,1641863036,1641863036,0.042010069
294,0.040029764,0.002234697,1641863036,1641863036,0.037810087
295,0.044212699,0.00222218,1641863036,1641863036,0.042000055
296,0.040198922,0.002146363,1641863036,1641863036,0.038069963
297,0.0414747,0.002061248,1641863036,1641863036,0.039419889
298,0.043042302,0.002901912,1641863036,1641863036,0.040150166
299,0.031576753,0.002939105,1641863036,1641863036,0.028650045
300,0.047345638,0.002298832,1641863036,1641863036,0.045060158
301,0.042610765,0.004726768,1641863036,1641863036,0.037889957
302,0.051982403,0.002244473,1641863037,1641863036,0.049760103
303,0.054623246,0.002218366,1641863037,1641863037,0.052410126
304,0.039366245,0.002118826,1641863037,1641863037,0.037260056
305,0.0416677,0.00220561,1641863037,1641863037,0.039479971
306,0.040529609,0.002709985,1641863037,1641863037,0.037830114
307,0.043058991,0.00203979,1641863037,1641863037,0.041030169
308,0.042408109,0.002762914,1641863037,1641863037,0.039659977
309,0.041786313,0.002225518,1641863037,1641863037,0.039570093
310,0.040910125,0.002146125,1641863037,1641863037,0.03876996
311,0.044344664,0.002111197,1641863037,1641863037,0.042239904
312,0.041462898,0.002609968,1641863037,1641863037,0.038860083
313,0.044132113,0.002225041,1641863037,1641863037,0.041919947
