T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,OFF_S
1641515165.855109619s,1641515165.865982546s,1641515165.866180177s,1641515165.855439262s,0.010873s,-0.010741s,0.000066s,0.010807s
1641515165.855651299s,1641515165.866528496s,1641515165.866717839s,1641515165.855949743s,0.010877s,-0.010768s,0.000054s,0.010823s
1641515165.856199332s,1641515165.867154221s,1641515165.867299981s,1641515165.856601008s,0.010955s,-0.010699s,0.000128s,0.010827s
1641515165.856836951s,1641515165.867704491s,1641515165.867895402s,1641515165.857114197s,0.010867s,-0.010781s,0.000043s,0.010824s
1641515165.857374412s,1641515165.868323817s,1641515165.868464776s,1641515165.857759213s,0.010949s,-0.010705s,0.000122s,0.010827s
1641515165.858044271s,1641515165.868993862s,1641515165.869133605s,1641515165.858403030s,0.010949s,-0.010731s,0.000109s,0.010840s
1641515165.858756059s,1641515165.869706083s,1641515165.869847266s,1641515165.859069764s,0.010950s,-0.010777s,0.000086s,0.010864s
1641515165.859308936s,1641515165.870257280s,1641515165.870568575s,1641515165.859869991s,0.010948s,-0.010699s,0.000125s,0.010823s
1641515165.860160675s,1641515165.871061565s,1641515165.871280316s,1641515165.860519017s,0.010901s,-0.010761s,0.000070s,0.010831s
1641515165.860853400s,1641515165.871753114s,1641515165.871966521s,1641515165.861254763s,0.010900s,-0.010712s,0.000094s,0.010806s
1641515165.861533832s,1641515165.872551351s,1641515165.872873622s,1641515165.862197337s,0.011018s,-0.010676s,0.000171s,0.010847s
1641515165.862483959s,1641515165.873475731s,1641515165.873750450s,1641515165.863030117s,0.010992s,-0.010720s,0.000136s,0.010856s
1641515165.863306165s,1641515165.874253104s,1641515165.874602510s,1641515165.863941857s,0.010947s,-0.010661s,0.000143s,0.010804s
1641515165.864167904s,1641515165.875165164s,1641515165.875330155s,1641515165.864639895s,0.010997s,-0.010690s,0.000154s,0.010844s
1641515165.864855629s,1641515165.875832489s,1641515165.876019272s,1641515165.865363922s,0.010977s,-0.010655s,0.000161s,0.010816s
1641515165.865629345s,1641515165.876585158s,1641515165.876778373s,1641515165.866113939s,0.010956s,-0.010664s,0.000146s,0.010810s
1641515165.866372279s,1641515165.877253635s,1641515165.877529346s,1641515165.866765621s,0.010881s,-0.010764s,0.000059s,0.010822s
1641515165.867004169s,1641515165.877891169s,1641515165.878083872s,1641515165.867295686s,0.010887s,-0.010788s,0.000049s,0.010838s
1641515165.867511212s,1641515165.878405758s,1641515165.878560894s,1641515165.867819865s,0.010895s,-0.010741s,0.000077s,0.010818s
1641515165.868044766s,1641515165.878920764s,1641515165.879113339s,1641515165.868344929s,0.010876s,-0.010768s,0.000054s,0.010822s
1641515165.868572903s,1641515165.879449146s,1641515165.879642937s,1641515165.868884681s,0.010876s,-0.010758s,0.000059s,0.010817s
1641515165.869166094s,1641515165.880115735s,1641515165.880257847s,1641515165.869523603s,0.010950s,-0.010734s,0.000108s,0.010842s
1641515165.869810797s,1641515165.880760469s,1641515165.880911540s,1641515165.870166222s,0.010950s,-0.010745s,0.000102s,0.010847s
1641515165.870395238s,1641515165.881355570s,1641515165.881499218s,1641515165.870787070s,0.010960s,-0.010712s,0.000124s,0.010836s
1641515165.871013846s,1641515165.881894960s,1641515165.882093711s,1641515165.871320988s,0.010881s,-0.010773s,0.000054s,0.010827s
1641515165.871545942s,1641515165.882428686s,1641515165.882617869s,1641515165.871858293s,0.010883s,-0.010760s,0.000062s,0.010821s
1641515165.872081527s,1641515165.883043915s,1641515165.883255338s,1641515165.872500287s,0.010962s,-0.010755s,0.000104s,0.010859s
1641515165.872736282s,1641515165.883617609s,1641515165.883831848s,1641515165.873107593s,0.010881s,-0.010724s,0.000079s,0.010803s
1641515165.873330150s,1641515165.884228262s,1641515165.884461829s,1641515165.873748650s,0.010898s,-0.010713s,0.000092s,0.010806s
1641515165.874057407s,1641515165.885038275s,1641515165.885255618s,1641515165.874593930s,0.010981s,-0.010662s,0.000160s,0.010821s
1641515165.874880134s,1641515165.885894463s,1641515165.886103582s,1641515165.875416084s,0.011014s,-0.010688s,0.000163s,0.010851s
1641515165.875700779s,1641515165.886657980s,1641515165.886862683s,1641515165.876211311s,0.010957s,-0.010651s,0.000153s,0.010804s
1641515165.876497516s,1641515165.887455321s,1641515165.887660632s,1641515165.877006330s,0.010958s,-0.010654s,0.000152s,0.010806s
1641515165.877189303s,1641515165.888164150s,1641515165.888317397s,1641515165.877585979s,0.010975s,-0.010731s,0.000122s,0.010853s
1641515165.877855829s,1641515165.888781203s,1641515165.889036466s,1641515165.878264432s,0.010926s,-0.010772s,0.000077s,0.010849s
1641515165.878550220s,1641515165.889498192s,1641515165.889644751s,1641515165.878922000s,0.010948s,-0.010723s,0.000113s,0.010835s
1641515165.879253674s,1641515165.890202477s,1641515165.890383916s,1641515165.879610610s,0.010949s,-0.010773s,0.000088s,0.010861s
1641515165.879853376s,1641515165.890802059s,1641515165.890947978s,1641515165.880217343s,0.010949s,-0.010731s,0.000109s,0.010840s
1641515165.880479380s,1641515165.891428392s,1641515165.891569895s,1641515165.880778710s,0.010949s,-0.010791s,0.000079s,0.010870s
1641515165.880990173s,1641515165.891860806s,1641515165.892060197s,1641515165.881283566s,0.010870s,-0.010777s,0.000047s,0.010824s
1641515165.881535707s,1641515165.892405348s,1641515165.892704995s,1641515165.881922122s,0.010870s,-0.010783s,0.000043s,0.010826s
1641515165.882212337s,1641515165.893156737s,1641515165.893302688s,1641515165.882534741s,0.010944s,-0.010768s,0.000088s,0.010856s
1641515165.882849384s,1641515165.893798814s,1641515165.893940638s,1641515165.883228663s,0.010949s,-0.010712s,0.000119s,0.010831s
1641515165.883531274s,1641515165.894404028s,1641515165.894599451s,1641515165.883882324s,0.010873s,-0.010717s,0.000078s,0.010795s
1641515165.884152591s,1641515165.895102361s,1641515165.895244600s,1641515165.884486661s,0.010950s,-0.010758s,0.000096s,0.010854s
1641515165.884788544s,1641515165.895737718s,1641515165.895879445s,1641515165.885119541s,0.010949s,-0.010760s,0.000095s,0.010855s
1641515165.885389391s,1641515165.896338292s,1641515165.896480275s,1641515165.885752004s,0.010949s,-0.010728s,0.000110s,0.010839s
1641515165.886037739s,1641515165.896927761s,1641515165.897190864s,1641515165.886455197s,0.010890s,-0.010736s,0.000077s,0.010813s
1641515165.886809320s,1641515165.897755438s,1641515165.897896173s,1641515165.887151099s,0.010946s,-0.010745s,0.000100s,0.010846s
1641515165.887376573s,1641515165.898325931s,1641515165.898476427s,1641515165.887742727s,0.010949s,-0.010734s,0.000108s,0.010841s
1641515165.888022317s,1641515165.898971145s,1641515165.899116616s,1641515165.888338314s,0.010949s,-0.010778s,0.000085s,0.010863s
1641515165.888635821s,1641515165.899585926s,1641515165.899729573s,1641515165.889022236s,0.010950s,-0.010707s,0.000121s,0.010829s
1641515165.889337660s,1641515165.900297283s,1641515165.900440770s,1641515165.889726732s,0.010959s,-0.010714s,0.000123s,0.010837s
1641515165.890033458s,1641515165.900984416s,1641515165.901152447s,1641515165.890417686s,0.010951s,-0.010735s,0.000108s,0.010843s
1641515165.890630034s,1641515165.901596830s,1641515165.901743037s,1641515165.891017179s,0.010967s,-0.010726s,0.000121s,0.010846s
1641515165.891305884s,1641515165.902255515s,1641515165.902461242s,1641515165.891693184s,0.010950s,-0.010768s,0.000091s,0.010859s
1641515165.891971264s,1641515165.902920792s,1641515165.903065623s,1641515165.892307886s,0.010949s,-0.010758s,0.000096s,0.010854s
1641515165.892598779s,1641515165.903547381s,1641515165.903790388s,1641515165.893083061s,0.010948s,-0.010707s,0.000121s,0.010828s
1641515165.893386453s,1641515165.904338418s,1641515165.904479602s,1641515165.893726513s,0.010952s,-0.010753s,0.000100s,0.010852s
1641515165.893911934s,1641515165.904796976s,1641515165.904953584s,1641515165.894250484s,0.010885s,-0.010703s,0.000091s,0.010794s
1641515165.894459760s,1641515165.905409358s,1641515165.905551501s,1641515165.894763308s,0.010950s,-0.010788s,0.000081s,0.010869s
1641515165.895005189s,1641515165.905954891s,1641515165.906098475s,1641515165.895400927s,0.010950s,-0.010697s,0.000126s,0.010823s
1641515165.895621141s,1641515165.906572297s,1641515165.906716616s,1641515165.895991879s,0.010951s,-0.010725s,0.000113s,0.010838s
1641515165.896282459s,1641515165.907172870s,1641515165.907447813s,1641515165.896691114s,0.010890s,-0.010757s,0.000067s,0.010824s
1641515165.896961954s,1641515165.907829092s,1641515165.908120802s,1641515165.897384880s,0.010867s,-0.010736s,0.000066s,0.010802s
1641515165.897745878s,1641515165.908695264s,1641515165.908841823s,1641515165.898108022s,0.010949s,-0.010734s,0.000108s,0.010842s
1641515165.898346257s,1641515165.909295165s,1641515165.909435901s,1641515165.898692932s,0.010949s,-0.010743s,0.000103s,0.010846s
1641515165.898975074s,1641515165.909925531s,1641515165.910070074s,1641515165.899285029s,0.010950s,-0.010785s,0.000083s,0.010868s
1641515165.899553369s,1641515165.910503416s,1641515165.910645976s,1641515165.899882022s,0.010950s,-0.010764s,0.000093s,0.010857s
1641515165.900167393s,1641515165.911116822s,1641515165.911257653s,1641515165.900495266s,0.010949s,-0.010762s,0.000093s,0.010856s
1641515165.900752459s,1641515165.911696947s,1641515165.911837747s,1641515165.901078404s,0.010944s,-0.010759s,0.000093s,0.010852s
1641515165.901315858s,1641515165.912186161s,1641515165.912386065s,1641515165.901630032s,0.010870s,-0.010756s,0.000057s,0.010813s
1641515165.901882433s,1641515165.912837903s,1641515165.912980270s,1641515165.902257130s,0.010956s,-0.010723s,0.000116s,0.010839s
1641515165.902527657s,1641515165.913478028s,1641515165.913618603s,1641515165.902884697s,0.010951s,-0.010734s,0.000108s,0.010842s
1641515165.903174599s,1641515165.914124745s,1641515165.914266857s,1641515165.903537472s,0.010950s,-0.010729s,0.000110s,0.010840s
1641515165.903823469s,1641515165.914773735s,1641515165.914918854s,1641515165.904169518s,0.010950s,-0.010749s,0.000100s,0.010850s
1641515165.904459317s,1641515165.915408964s,1641515165.915554403s,1641515165.904803283s,0.010950s,-0.010751s,0.000099s,0.010850s
1641515165.905089436s,1641515165.916038561s,1641515165.916182817s,1641515165.905423298s,0.010949s,-0.010759s,0.000095s,0.010854s
1641515165.905706117s,1641515165.916654847s,1641515165.916797406s,1641515165.906039302s,0.010949s,-0.010758s,0.000095s,0.010853s
1641515165.906310402s,1641515165.917186172s,1641515165.917368604s,1641515165.906646712s,0.010876s,-0.010722s,0.000077s,0.010799s
1641515165.906918645s,1641515165.917869818s,1641515165.918015385s,1641515165.907235215s,0.010951s,-0.010780s,0.000085s,0.010866s
1641515165.907520847s,1641515165.918469911s,1641515165.918612439s,1641515165.907835698s,0.010949s,-0.010777s,0.000086s,0.010863s
1641515165.908118725s,1641515165.919067381s,1641515165.919207636s,1641515165.908436077s,0.010949s,-0.010772s,0.000089s,0.010860s
1641515165.908751449s,1641515165.919696562s,1641515165.919841361s,1641515165.909058904s,0.010945s,-0.010782s,0.000081s,0.010864s
1641515165.909348598s,1641515165.920298479s,1641515165.920441327s,1641515165.909664647s,0.010950s,-0.010777s,0.000087s,0.010863s
1641515165.909951529s,1641515165.920900621s,1641515165.921029964s,1641515165.910287787s,0.010949s,-0.010742s,0.000103s,0.010846s
1641515165.910575814s,1641515165.921520714s,1641515165.921662058s,1641515165.910887592s,0.010945s,-0.010775s,0.000085s,0.010860s
1641515165.911181558s,1641515165.922127080s,1641515165.922268743s,1641515165.911513701s,0.010946s,-0.010755s,0.000095s,0.010850s
1641515165.911805895s,1641515165.922750981s,1641515165.922893829s,1641515165.912130330s,0.010945s,-0.010763s,0.000091s,0.010854s
1641515165.912417941s,1641515165.923362787s,1641515165.923508802s,1641515165.912755032s,0.010945s,-0.010754s,0.000095s,0.010849s
1641515165.913007486s,1641515165.923958976s,1641515165.924104128s,1641515165.913399318s,0.010952s,-0.010705s,0.000123s,0.010828s
1641515165.913609323s,1641515165.924478942s,1641515165.924673789s,1641515165.913907403s,0.010870s,-0.010767s,0.000052s,0.010818s
1641515165.914123501s,1641515165.925072924s,1641515165.925215163s,1641515165.914446113s,0.010949s,-0.010769s,0.000090s,0.010859s
1641515165.914688879s,1641515165.925639705s,1641515165.925785497s,1641515165.915026700s,0.010951s,-0.010759s,0.000096s,0.010855s
1641515165.915271028s,1641515165.926214871s,1641515165.926414902s,1641515165.915662652s,0.010944s,-0.010752s,0.000096s,0.010848s
1641515165.915907710s,1641515165.926790420s,1641515165.927054707s,1641515165.916280948s,0.010883s,-0.010774s,0.000055s,0.010828s
1641515165.916535120s,1641515165.927485265s,1641515165.927625521s,1641515165.916888722s,0.010950s,-0.010737s,0.000107s,0.010843s
1641515165.917092269s,1641515165.927971759s,1641515165.928174351s,1641515165.917385192s,0.010880s,-0.010789s,0.000045s,0.010834s
1641515165.917556655s,1641515165.928438413s,1641515165.928590093s,1641515165.917875777s,0.010882s,-0.010714s,0.000084s,0.010798s
1641515165.918068073s,1641515165.928950123s,1641515165.929135467s,1641515165.918371830s,0.010882s,-0.010764s,0.000059s,0.010823s
1641515165.918589439s,1641515165.929544681s,1641515165.929685480s,1641515165.918974865s,0.010955s,-0.010711s,0.000122s,0.010833s
1641515165.919178151s,1641515165.930127270s,1641515165.930269350s,1641515165.919569410s,0.010949s,-0.010700s,0.000125s,0.010824s
1641515165.919772384s,1641515165.930721604s,1641515165.930868707s,1641515165.920159945s,0.010949s,-0.010709s,0.000120s,0.010829s
1641515165.920385992s,1641515165.931334369s,1641515165.931476705s,1641515165.920773605s,0.010948s,-0.010703s,0.000123s,0.010826s
1641515165.920972099s,1641515165.931837183s,1641515165.932039230s,1641515165.921249450s,0.010865s,-0.010790s,0.000038s,0.010827s
1641515165.921495966s,1641515165.932445469s,1641515165.932590716s,1641515165.921822640s,0.010950s,-0.010768s,0.000091s,0.010859s
1641515165.922078167s,1641515165.933022266s,1641515165.933167162s,1641515165.922460207s,0.010944s,-0.010707s,0.000119s,0.010826s
1641515165.922714848s,1641515165.933664632s,1641515165.933806519s,1641515165.923022981s,0.010950s,-0.010783s,0.000083s,0.010867s
1641515165.923225121s,1641515165.934100854s,1641515165.934427956s,1641515165.923656173s,0.010876s,-0.010772s,0.000052s,0.010824s
1641515165.923844875s,1641515165.934730163s,1641515165.934877363s,1641515165.924165247s,0.010885s,-0.010712s,0.000087s,0.010799s
1641515165.924371554s,1641515165.935236433s,1641515165.935433744s,1641515165.924720208s,0.010865s,-0.010713s,0.000076s,0.010789s
1641515165.924922817s,1641515165.935805967s,1641515165.935995886s,1641515165.925230845s,0.010883s,-0.010765s,0.000059s,0.010824s
1641515165.925448454s,1641515165.936397644s,1641515165.936538636s,1641515165.925822578s,0.010949s,-0.010716s,0.000116s,0.010833s
1641515165.926045291s,1641515165.936993898s,1641515165.937136361s,1641515165.926421654s,0.010949s,-0.010715s,0.000117s,0.010832s
1641515165.926621867s,1641515165.937571303s,1641515165.937714695s,1641515165.927016043s,0.010949s,-0.010699s,0.000125s,0.010824s
1641515165.927260424s,1641515165.938207813s,1641515165.938403332s,1641515165.927616161s,0.010947s,-0.010787s,0.000080s,0.010867s
1641515165.927855281s,1641515165.938730883s,1641515165.938924514s,1641515165.928195758s,0.010876s,-0.010729s,0.000073s,0.010802s
1641515165.928469462s,1641515165.939418816s,1641515165.939542047s,1641515165.928782126s,0.010949s,-0.010760s,0.000095s,0.010855s
1641515165.929010933s,1641515165.939959229s,1641515165.940103901s,1641515165.929387401s,0.010948s,-0.010717s,0.000116s,0.010833s
1641515165.929619489s,1641515165.940564539s,1641515165.940711418s,1641515165.929992779s,0.010945s,-0.010719s,0.000113s,0.010832s
1641515165.930196013s,1641515165.941075513s,1641515165.941259224s,1641515165.930487999s,0.010880s,-0.010771s,0.000054s,0.010825s
1641515165.930693265s,1641515165.941571319s,1641515165.941760374s,1641515165.930980407s,0.010878s,-0.010780s,0.000049s,0.010829s
1641515165.931186609s,1641515165.942132020s,1641515165.942273396s,1641515165.931522971s,0.010945s,-0.010750s,0.000098s,0.010848s
1641515165.931720007s,1641515165.942597650s,1641515165.942790962s,1641515165.932070172s,0.010878s,-0.010721s,0.000078s,0.010799s
1641515165.932273510s,1641515165.943150896s,1641515165.943345167s,1641515165.932631747s,0.010877s,-0.010713s,0.000082s,0.010795s
1641515165.932841804s,1641515165.943712782s,1641515165.943905709s,1641515165.933154989s,0.010871s,-0.010751s,0.000060s,0.010811s
1641515165.933422026s,1641515165.944302923s,1641515165.944485002s,1641515165.933708543s,0.010881s,-0.010777s,0.000052s,0.010829s
1641515165.933949382s,1641515165.944826409s,1641515165.945117992s,1641515165.934363507s,0.010877s,-0.010754s,0.000061s,0.010816s
1641515165.934662680s,1641515165.945612070s,1641515165.945757413s,1641515165.934995605s,0.010949s,-0.010762s,0.000094s,0.010856s
1641515165.935287695s,1641515165.946231779s,1641515165.946428994s,1641515165.935712653s,0.010944s,-0.010716s,0.000114s,0.010830s
1641515165.935988284s,1641515165.946857441s,1641515165.947057408s,1641515165.936313084s,0.010869s,-0.010744s,0.000062s,0.010807s
1641515165.936505849s,1641515165.947376958s,1641515165.947659293s,1641515165.936904712s,0.010871s,-0.010755s,0.000058s,0.010813s
1641515165.937201802s,1641515165.948151195s,1641515165.948295867s,1641515165.937592124s,0.010949s,-0.010704s,0.000123s,0.010827s
1641515165.937886506s,1641515165.948836344s,1641515165.948978744s,1641515165.938280682s,0.010950s,-0.010698s,0.000126s,0.010824s
1641515165.938563293s,1641515165.949512885s,1641515165.949656149s,1641515165.938882206s,0.010950s,-0.010774s,0.000088s,0.010862s
1641515165.939166744s,1641515165.950115955s,1641515165.950257330s,1641515165.939487012s,0.010949s,-0.010770s,0.000089s,0.010860s
1641515165.939711809s,1641515165.950660977s,1641515165.950804752s,1641515165.940091505s,0.010949s,-0.010713s,0.000118s,0.010831s
1641515165.940313542s,1641515165.951262734s,1641515165.951406926s,1641515165.940621362s,0.010949s,-0.010786s,0.000082s,0.010867s
1641515165.940846106s,1641515165.951796684s,1641515165.951938027s,1641515165.941190437s,0.010951s,-0.010747s,0.000102s,0.010849s
1641515165.941413568s,1641515165.952361642s,1641515165.952504041s,1641515165.941808785s,0.010948s,-0.010695s,0.000126s,0.010822s
1641515165.942060250s,1641515165.953014215s,1641515165.953154822s,1641515165.942364215s,0.010954s,-0.010791s,0.000082s,0.010872s
1641515165.942621877s,1641515165.953566309s,1641515165.953711236s,1641515165.942941520s,0.010944s,-0.010770s,0.000087s,0.010857s
1641515165.943198453s,1641515165.954142818s,1641515165.954285346s,1641515165.943578045s,0.010944s,-0.010707s,0.000118s,0.010826s
1641515165.943829353s,1641515165.954722912s,1641515165.954978815s,1641515165.944260509s,0.010894s,-0.010718s,0.000088s,0.010806s
1641515165.944511140s,1641515165.955461917s,1641515165.955605308s,1641515165.944858857s,0.010951s,-0.010746s,0.000102s,0.010849s
1641515165.945130374s,1641515165.956078618s,1641515165.956224761s,1641515165.945511424s,0.010948s,-0.010713s,0.000117s,0.010831s
1641515165.945714814s,1641515165.956592280s,1641515165.956778999s,1641515165.946014092s,0.010878s,-0.010765s,0.000056s,0.010821s
1641515165.946214045s,1641515165.957096790s,1641515165.957284949s,1641515165.946523583s,0.010883s,-0.010761s,0.000061s,0.010822s
1641515165.946725359s,1641515165.957603732s,1641515165.957783251s,1641515165.947025835s,0.010878s,-0.010757s,0.000060s,0.010818s
1641515165.947228235s,1641515165.958110066s,1641515165.958402512s,1641515165.947618244s,0.010882s,-0.010784s,0.000049s,0.010833s
1641515165.947817676s,1641515165.958716079s,1641515165.958874254s,1641515165.948129037s,0.010899s,-0.010745s,0.000077s,0.010822s
1641515165.948326750s,1641515165.959206765s,1641515165.959391148s,1641515165.948626862s,0.010880s,-0.010764s,0.000058s,0.010822s
1641515165.948829783s,1641515165.959711243s,1641515165.959889738s,1641515165.949126509s,0.010881s,-0.010763s,0.000059s,0.010822s
1641515165.949325680s,1641515165.960207465s,1641515165.960386472s,1641515165.949644906s,0.010882s,-0.010742s,0.000070s,0.010812s
1641515165.949847463s,1641515165.960793798s,1641515165.960940678s,1641515165.950228670s,0.010946s,-0.010712s,0.000117s,0.010829s
1641515165.950464457s,1641515165.961412772s,1641515165.961555363s,1641515165.950823840s,0.010948s,-0.010732s,0.000108s,0.010840s
1641515165.951104263s,1641515165.962057313s,1641515165.962198656s,1641515165.951418437s,0.010953s,-0.010780s,0.000086s,0.010867s
1641515165.951702038s,1641515165.962647615s,1641515165.962790750s,1641515165.952041421s,0.010946s,-0.010749s,0.000098s,0.010847s
1641515165.952324136s,1641515165.963273692s,1641515165.963419675s,1641515165.952700707s,0.010950s,-0.010719s,0.000115s,0.010834s
1641515165.952999308s,1641515165.963886649s,1641515165.964148440s,1641515165.953439683s,0.010887s,-0.010709s,0.000089s,0.010798s
1641515165.953721668s,1641515165.964597686s,1641515165.964786006s,1641515165.954081521s,0.010876s,-0.010705s,0.000086s,0.010790s
1641515165.954356110s,1641515165.965305268s,1641515165.965446419s,1641515165.954708150s,0.010949s,-0.010738s,0.000105s,0.010844s
1641515165.954980656s,1641515165.965930353s,1641515165.966072496s,1641515165.955324414s,0.010950s,-0.010748s,0.000101s,0.010849s
1641515165.955616140s,1641515165.966562222s,1641515165.966704974s,1641515165.955936147s,0.010946s,-0.010769s,0.000089s,0.010857s
1641515165.956187351s,1641515165.967067756s,1641515165.967250059s,1641515165.956539026s,0.010880s,-0.010711s,0.000085s,0.010796s
1641515165.956813199s,1641515165.967763049s,1641515165.967904393s,1641515165.957147270s,0.010950s,-0.010757s,0.000096s,0.010853s
1641515165.957438631s,1641515165.968388743s,1641515165.968529926s,1641515165.957746554s,0.010950s,-0.010783s,0.000083s,0.010867s
1641515165.958032759s,1641515165.968996708s,1641515165.969144675s,1641515165.958444852s,0.010964s,-0.010700s,0.000132s,0.010832s
1641515165.958732203s,1641515165.969680737s,1641515165.969853985s,1641515165.959126743s,0.010949s,-0.010727s,0.000111s,0.010838s
1641515165.959394093s,1641515165.970340126s,1641515165.970484734s,1641515165.959725038s,0.010946s,-0.010760s,0.000093s,0.010853s
1641515165.960021087s,1641515165.970970108s,1641515165.971113915s,1641515165.960413284s,0.010949s,-0.010701s,0.000124s,0.010825s
1641515165.960702613s,1641515165.971651993s,1641515165.971797496s,1641515165.961029340s,0.010949s,-0.010768s,0.000091s,0.010859s
1641515165.961323930s,1641515165.972269494s,1641515165.972411830s,1641515165.961656438s,0.010946s,-0.010756s,0.000095s,0.010851s
1641515165.961941392s,1641515165.972890868s,1641515165.973030899s,1641515165.962276973s,0.010949s,-0.010754s,0.000098s,0.010852s
1641515165.962551302s,1641515165.973497713s,1641515165.973639217s,1641515165.962926259s,0.010946s,-0.010713s,0.000117s,0.010830s
1641515165.963177932s,1641515165.974061135s,1641515165.974206670s,1641515165.963479553s,0.010883s,-0.010727s,0.000078s,0.010805s
1641515165.963708986s,1641515165.974656300s,1641515165.974800236s,1641515165.964104464s,0.010947s,-0.010696s,0.000126s,0.010822s
1641515165.964332594s,1641515165.975281706s,1641515165.975422281s,1641515165.964659008s,0.010949s,-0.010763s,0.000093s,0.010856s
1641515165.964883909s,1641515165.975811848s,1641515165.976024871s,1641515165.965304544s,0.010928s,-0.010720s,0.000104s,0.010824s
1641515165.965525278s,1641515165.976417285s,1641515165.976629508s,1641515165.965842786s,0.010892s,-0.010787s,0.000053s,0.010839s
1641515165.966055447s,1641515165.976945187s,1641515165.977298657s,1641515165.966626710s,0.010890s,-0.010672s,0.000109s,0.010781s
1641515165.966883539s,1641515165.977847167s,1641515165.978076894s,1641515165.967408760s,0.010964s,-0.010668s,0.000148s,0.010816s
1641515165.967615275s,1641515165.978614812s,1641515165.978897435s,1641515165.968197476s,0.010999s,-0.010700s,0.000150s,0.010850s
1641515165.968420450s,1641515165.979383929s,1641515165.979563928s,1641515165.968883013s,0.010963s,-0.010681s,0.000141s,0.010822s
1641515165.969120415s,1641515165.980107766s,1641515165.980297173s,1641515165.969635427s,0.010987s,-0.010662s,0.000163s,0.010824s
1641515165.969926683s,1641515165.980862771s,1641515165.981122769s,1641515165.970454717s,0.010936s,-0.010668s,0.000134s,0.010802s
1641515165.970722379s,1641515165.981723919s,1641515165.981928046s,1641515165.971194161s,0.011002s,-0.010734s,0.000134s,0.010868s
1641515165.971478855s,1641515165.982433484s,1641515165.982579339s,1641515165.971812353s,0.010955s,-0.010767s,0.000094s,0.010861s
1641515165.972100536s,1641515165.983048937s,1641515165.983190953s,1641515165.972458722s,0.010948s,-0.010732s,0.000108s,0.010840s
1641515165.972687373s,1641515165.983646183s,1641515165.983786278s,1641515165.973087955s,0.010959s,-0.010698s,0.000130s,0.010828s
1641515165.973266085s,1641515165.984151269s,1641515165.984336612s,1641515165.973595155s,0.010885s,-0.010741s,0.000072s,0.010813s
1641515165.973781253s,1641515165.984666243s,1641515165.984846434s,1641515165.974104125s,0.010885s,-0.010742s,0.000071s,0.010814s
1641515165.974287931s,1641515165.985171713s,1641515165.985354944s,1641515165.974630179s,0.010884s,-0.010725s,0.000080s,0.010804s
1641515165.974812631s,1641515165.985697470s,1641515165.985881886s,1641515165.975140972s,0.010885s,-0.010741s,0.000072s,0.010813s
1641515165.975325456s,1641515165.986210044s,1641515165.986471003s,1641515165.975745986s,0.010885s,-0.010725s,0.000080s,0.010805s
1641515165.976019847s,1641515165.986968793s,1641515165.987111192s,1641515165.976338344s,0.010949s,-0.010773s,0.000088s,0.010861s
1641515165.976651841s,1641515165.987601686s,1641515165.987743766s,1641515165.976962525s,0.010950s,-0.010781s,0.000084s,0.010866s
1641515165.977188364s,1641515165.988136084s,1641515165.988284788s,1641515165.977555143s,0.010948s,-0.010730s,0.000109s,0.010839s
1641515165.977781242s,1641515165.988728722s,1641515165.988870513s,1641515165.978160835s,0.010947s,-0.010710s,0.000119s,0.010829s
1641515165.978382663s,1641515165.989331343s,1641515165.989472431s,1641515165.978760953s,0.010949s,-0.010711s,0.000119s,0.010830s
1641515165.978982989s,1641515165.989947821s,1641515165.990088780s,1641515165.979316226s,0.010965s,-0.010772s,0.000096s,0.010869s
1641515165.979542221s,1641515165.990413803s,1641515165.990605514s,1641515165.979881500s,0.010872s,-0.010724s,0.000074s,0.010798s
1641515165.980104682s,1641515165.991054184s,1641515165.991195399s,1641515165.980424898s,0.010950s,-0.010771s,0.000090s,0.010860s
1641515165.980605996s,1641515165.991484070s,1641515165.991754853s,1641515165.980997776s,0.010878s,-0.010757s,0.000061s,0.010818s
1641515165.981238615s,1641515165.992188131s,1641515165.992328227s,1641515165.981555550s,0.010950s,-0.010773s,0.000088s,0.010861s
1641515165.981815608s,1641515165.992759809s,1641515165.992901312s,1641515165.982114781s,0.010944s,-0.010787s,0.000079s,0.010865s
1641515165.982373277s,1641515165.993317919s,1641515165.993463678s,1641515165.982692399s,0.010945s,-0.010771s,0.000087s,0.010858s
1641515165.982951728s,1641515165.993838812s,1641515165.994089019s,1641515165.983370540s,0.010887s,-0.010719s,0.000084s,0.010803s
1641515165.983621692s,1641515165.994570841s,1641515165.994713913s,1641515165.983931178s,0.010949s,-0.010783s,0.000083s,0.010866s
1641515165.984190247s,1641515165.995135191s,1641515165.995275958s,1641515165.984486452s,0.010945s,-0.010790s,0.000078s,0.010867s
1641515165.984781302s,1641515165.995724852s,1641515165.995870740s,1641515165.985130165s,0.010944s,-0.010741s,0.000101s,0.010842s
1641515165.985336055s,1641515165.996212690s,1641515165.996395922s,1641515165.985652833s,0.010877s,-0.010743s,0.000067s,0.010810s
1641515165.985852994s,1641515165.996732688s,1641515165.996972367s,1641515165.986272066s,0.010880s,-0.010700s,0.000090s,0.010790s
1641515165.986478738s,1641515165.997357230s,1641515165.997539501s,1641515165.986796506s,0.010878s,-0.010743s,0.000068s,0.010811s
