T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,OFF_S
1641515165.986996510s,1641515165.997875531s,1641515165.998057035s,1641515165.987315268s,0.010879s,-0.010742s,0.000069s,0.010810s
1641515165.987516731s,1641515165.998396873s,1641515165.998553129s,1641515165.987855905s,0.010880s,-0.010697s,0.000092s,0.010789s
1641515165.988086588s,1641515165.999034759s,1641515165.999177414s,1641515165.988404200s,0.010948s,-0.010773s,0.000087s,0.010861s
1641515165.988681602s,1641515165.999630404s,1641515165.999770628s,1641515165.989064632s,0.010949s,-0.010706s,0.000121s,0.010827s
1641515165.989321461s,1641515166.000266882s,1641515166.000410497s,1641515165.989623968s,0.010945s,-0.010787s,0.000079s,0.010866s
1641515165.989870744s,1641515166.000819295s,1641515166.000966463s,1641515165.990196117s,0.010948s,-0.010770s,0.000089s,0.010859s
1641515165.990446122s,1641515166.001396317s,1641515166.001537468s,1641515165.990820871s,0.010950s,-0.010717s,0.000117s,0.010834s
1641515165.991067491s,1641515166.002017946s,1641515166.002160314s,1641515165.991398332s,0.010951s,-0.010762s,0.000094s,0.010856s
1641515165.991649901s,1641515166.002598936s,1641515166.002740823s,1641515165.991974439s,0.010949s,-0.010767s,0.000091s,0.010858s
1641515165.992223664s,1641515166.003116886s,1641515166.003372853s,1641515165.992642580s,0.010893s,-0.010730s,0.000081s,0.010812s
1641515165.992896180s,1641515166.003855987s,1641515166.003997618s,1641515165.993221031s,0.010960s,-0.010777s,0.000092s,0.010868s
1641515165.993470777s,1641515166.004419216s,1641515166.004561136s,1641515165.993796618s,0.010949s,-0.010765s,0.000092s,0.010857s
1641515165.994045998s,1641515166.004997134s,1641515166.005139309s,1641515165.994423143s,0.010951s,-0.010716s,0.000117s,0.010834s
1641515165.994675440s,1641515166.005625643s,1641515166.005766027s,1641515165.994978572s,0.010950s,-0.010787s,0.000082s,0.010869s
1641515165.995229516s,1641515166.006181481s,1641515166.006359048s,1641515165.995627546s,0.010952s,-0.010731s,0.000110s,0.010842s
1641515165.995876145s,1641515166.006819686s,1641515166.006963846s,1641515165.996234018s,0.010944s,-0.010730s,0.000107s,0.010837s
1641515165.996484753s,1641515166.007433892s,1641515166.007574819s,1641515165.996879086s,0.010949s,-0.010696s,0.000127s,0.010822s
1641515165.997158363s,1641515166.008107713s,1641515166.008250656s,1641515165.997483371s,0.010949s,-0.010767s,0.000091s,0.010858s
1641515165.997716970s,1641515166.008589471s,1641515166.008778686s,1641515165.998067030s,0.010873s,-0.010711s,0.000081s,0.010792s
1641515165.998332401s,1641515166.009280444s,1641515166.009423195s,1641515165.998664336s,0.010948s,-0.010759s,0.000095s,0.010853s
1641515165.998883508s,1641515166.009838298s,1641515166.009979481s,1641515165.999265496s,0.010955s,-0.010714s,0.000120s,0.010834s
1641515165.999450656s,1641515166.010340119s,1641515166.010496279s,1641515165.999766549s,0.010890s,-0.010730s,0.000080s,0.010810s
1641515165.999928636s,1641515166.010820565s,1641515166.010973589s,1641515166.000254269s,0.010892s,-0.010720s,0.000086s,0.010806s
1641515166.000482607s,1641515166.011357683s,1641515166.011540338s,1641515166.000755062s,0.010875s,-0.010785s,0.000045s,0.010830s
1641515166.000993192s,1641515166.011950353s,1641515166.012090000s,1641515166.001376795s,0.010957s,-0.010713s,0.000122s,0.010835s
1641515166.001608467s,1641515166.012484814s,1641515166.012666638s,1641515166.001940715s,0.010876s,-0.010726s,0.000075s,0.010801s
1641515166.002164626s,1641515166.013121708s,1641515166.013261003s,1641515166.002556041s,0.010957s,-0.010705s,0.000126s,0.010831s
1641515166.002787193s,1641515166.013665226s,1641515166.013851049s,1641515166.003090481s,0.010878s,-0.010761s,0.000059s,0.010819s
1641515166.003309392s,1641515166.014259367s,1641515166.014454374s,1641515166.003727111s,0.010950s,-0.010727s,0.000111s,0.010839s
1641515166.003950605s,1641515166.014899844s,1641515166.015046532s,1641515166.004323739s,0.010949s,-0.010723s,0.000113s,0.010836s
1641515166.004549630s,1641515166.015500354s,1641515166.015641057s,1641515166.004856147s,0.010951s,-0.010785s,0.000083s,0.010868s
1641515166.005044485s,1641515166.015921056s,1641515166.016113983s,1641515166.005377253s,0.010877s,-0.010737s,0.000070s,0.010807s
1641515166.005626322s,1641515166.016569725s,1641515166.016712253s,1641515166.005976278s,0.010943s,-0.010736s,0.000104s,0.010840s
1641515166.006191595s,1641515166.017141403s,1641515166.017283898s,1641515166.006531916s,0.010950s,-0.010752s,0.000099s,0.010851s
1641515166.006742077s,1641515166.017690617s,1641515166.017833144s,1641515166.007057761s,0.010949s,-0.010776s,0.000087s,0.010862s
1641515166.007274121s,1641515166.018146839s,1641515166.018442518s,1641515166.007696110s,0.010873s,-0.010746s,0.000063s,0.010810s
1641515166.007977262s,1641515166.018926388s,1641515166.019067667s,1641515166.008346437s,0.010949s,-0.010721s,0.000114s,0.010835s
1641515166.008643111s,1641515166.019594289s,1641515166.019739088s,1641515166.009007443s,0.010951s,-0.010732s,0.000110s,0.010841s
1641515166.009281407s,1641515166.020225614s,1641515166.020366606s,1641515166.009632666s,0.010944s,-0.010734s,0.000105s,0.010839s
1641515166.009918610s,1641515166.020862700s,1641515166.021005419s,1641515166.010302004s,0.010944s,-0.010703s,0.000120s,0.010824s
1641515166.010524145s,1641515166.021472521s,1641515166.021613416s,1641515166.010853371s,0.010948s,-0.010760s,0.000094s,0.010854s
1641515166.011044574s,1641515166.021915623s,1641515166.022199238s,1641515166.011436718s,0.010871s,-0.010762s,0.000054s,0.010817s
1641515166.011672974s,1641515166.022622308s,1641515166.022764036s,1641515166.012017565s,0.010949s,-0.010746s,0.000101s,0.010848s
1641515166.012298718s,1641515166.023247714s,1641515166.023389665s,1641515166.012662789s,0.010949s,-0.010727s,0.000111s,0.010838s
1641515166.012941441s,1641515166.023890239s,1641515166.024034366s,1641515166.013250771s,0.010949s,-0.010783s,0.000083s,0.010866s
1641515166.013422390s,1641515166.024312829s,1641515166.024498204s,1641515166.013736876s,0.010890s,-0.010761s,0.000064s,0.010826s
1641515166.014009695s,1641515166.024959226s,1641515166.025099738s,1641515166.014382621s,0.010950s,-0.010717s,0.000116s,0.010833s
1641515166.014665960s,1641515166.025615512s,1641515166.025797495s,1641515166.015014406s,0.010950s,-0.010783s,0.000083s,0.010866s
1641515166.015310403s,1641515166.026254293s,1641515166.026467764s,1641515166.015750673s,0.010944s,-0.010717s,0.000113s,0.010831s
1641515166.016044274s,1641515166.026988562s,1641515166.027133393s,1641515166.016357563s,0.010944s,-0.010776s,0.000084s,0.010860s
1641515166.016659080s,1641515166.027604175s,1641515166.027746159s,1641515166.017030287s,0.010945s,-0.010716s,0.000115s,0.010831s
1641515166.017219718s,1641515166.028092877s,1641515166.028283405s,1641515166.017550143s,0.010873s,-0.010733s,0.000070s,0.010803s
1641515166.017746033s,1641515166.028694923s,1641515166.028836586s,1641515166.018089374s,0.010949s,-0.010747s,0.000101s,0.010848s
1641515166.018331880s,1641515166.029294184s,1641515166.029436968s,1641515166.018664856s,0.010962s,-0.010772s,0.000095s,0.010867s
1641515166.018918091s,1641515166.029869446s,1641515166.030012581s,1641515166.019246693s,0.010952s,-0.010766s,0.000093s,0.010859s
1641515166.019499042s,1641515166.030452419s,1641515166.030594243s,1641515166.019892020s,0.010953s,-0.010702s,0.000126s,0.010828s
1641515166.020144162s,1641515166.031093921s,1641515166.031237472s,1641515166.020490107s,0.010950s,-0.010747s,0.000101s,0.010848s
1641515166.020791364s,1641515166.031674398s,1641515166.031937565s,1641515166.021219187s,0.010883s,-0.010718s,0.000082s,0.010801s
1641515166.021468411s,1641515166.032412347s,1641515166.032554523s,1641515166.021770450s,0.010944s,-0.010784s,0.000080s,0.010864s
1641515166.022021549s,1641515166.032966873s,1641515166.033107768s,1641515166.022406454s,0.010945s,-0.010701s,0.000122s,0.010823s
1641515166.022654481s,1641515166.033607094s,1641515166.033748246s,1641515166.023054542s,0.010952s,-0.010694s,0.000129s,0.010823s
1641515166.023222463s,1641515166.034104884s,1641515166.034292275s,1641515166.023570909s,0.010882s,-0.010721s,0.000081s,0.010802s
1641515166.023786487s,1641515166.034711730s,1641515166.035061136s,1641515166.024303634s,0.010925s,-0.010757s,0.000084s,0.010841s
1641515166.024522702s,1641515166.035427887s,1641515166.035650286s,1641515166.024916253s,0.010905s,-0.010734s,0.000085s,0.010820s
1641515166.025136674s,1641515166.036024172s,1641515166.036248235s,1641515166.025560851s,0.010887s,-0.010687s,0.000100s,0.010787s
1641515166.025786429s,1641515166.036770281s,1641515166.037049096s,1641515166.026379464s,0.010984s,-0.010670s,0.000157s,0.010827s
1641515166.026598948s,1641515166.037596454s,1641515166.037874692s,1641515166.027208963s,0.010998s,-0.010666s,0.000166s,0.010832s
1641515166.027484386s,1641515166.038423234s,1641515166.038776161s,1641515166.028135963s,0.010939s,-0.010640s,0.000149s,0.010790s
1641515166.028396699s,1641515166.039412606s,1641515166.039614109s,1641515166.028886137s,0.011016s,-0.010728s,0.000144s,0.010872s
1641515166.029187707s,1641515166.040102939s,1641515166.040362618s,1641515166.029718448s,0.010915s,-0.010644s,0.000136s,0.010780s
1641515166.030006268s,1641515166.040941752s,1641515166.041197207s,1641515166.030459507s,0.010936s,-0.010738s,0.000099s,0.010837s
1641515166.030746233s,1641515166.041696372s,1641515166.041844788s,1641515166.031095043s,0.010950s,-0.010750s,0.000100s,0.010850s
1641515166.031380883s,1641515166.042334386s,1641515166.042485969s,1641515166.031725995s,0.010953s,-0.010760s,0.000097s,0.010857s
1641515166.031993606s,1641515166.042866224s,1641515166.043164142s,1641515166.032461377s,0.010873s,-0.010703s,0.000085s,0.010788s
1641515166.032774405s,1641515166.043724364s,1641515166.043867627s,1641515166.033114153s,0.010950s,-0.010753s,0.000098s,0.010852s
1641515166.033462286s,1641515166.044408329s,1641515166.044550633s,1641515166.033781148s,0.010946s,-0.010770s,0.000088s,0.010858s
1641515166.033993392s,1641515166.044864647s,1641515166.045056454s,1641515166.034312306s,0.010871s,-0.010744s,0.000064s,0.010808s
1641515166.034596844s,1641515166.045546148s,1641515166.045686244s,1641515166.034953988s,0.010949s,-0.010732s,0.000108s,0.010841s
1641515166.035254932s,1641515166.046204322s,1641515166.046400833s,1641515166.035680619s,0.010949s,-0.010720s,0.000115s,0.010835s
1641515166.035919427s,1641515166.046791231s,1641515166.046984542s,1641515166.036205736s,0.010872s,-0.010779s,0.000047s,0.010825s
1641515166.036435950s,1641515166.047361021s,1641515166.047580028s,1641515166.036827938s,0.010925s,-0.010752s,0.000087s,0.010839s
1641515166.037044714s,1641515166.047954906s,1641515166.048170809s,1641515166.037439619s,0.010910s,-0.010731s,0.000089s,0.010821s
1641515166.037633790s,1641515166.048523608s,1641515166.048740375s,1641515166.037980465s,0.010890s,-0.010760s,0.000065s,0.010825s
1641515166.038199168s,1641515166.049180405s,1641515166.049394516s,1641515166.038741420s,0.010981s,-0.010653s,0.000164s,0.010817s
1641515166.038984343s,1641515166.049930962s,1641515166.050137745s,1641515166.039447999s,0.010947s,-0.010690s,0.000129s,0.010818s
1641515166.039718943s,1641515166.050683631s,1641515166.050868334s,1641515166.040183902s,0.010965s,-0.010684s,0.000140s,0.010825s
1641515166.040414272s,1641515166.051383628s,1641515166.051574507s,1641515166.040918971s,0.010969s,-0.010655s,0.000157s,0.010812s
1641515166.041100642s,1641515166.052078345s,1641515166.052263624s,1641515166.041531433s,0.010978s,-0.010732s,0.000123s,0.010855s
1641515166.041773054s,1641515166.052745670s,1641515166.052929510s,1641515166.042229939s,0.010972s,-0.010700s,0.000136s,0.010836s
1641515166.042496977s,1641515166.053448611s,1641515166.053585091s,1641515166.042847714s,0.010952s,-0.010737s,0.000107s,0.010845s
1641515166.043074022s,1641515166.053949665s,1641515166.054233120s,1641515166.043492781s,0.010875s,-0.010740s,0.000068s,0.010808s
1641515166.043704974s,1641515166.054600479s,1641515166.054785502s,1641515166.044034721s,0.010895s,-0.010751s,0.000072s,0.010823s
1641515166.044251497s,1641515166.055129148s,1641515166.055311004s,1641515166.044590411s,0.010878s,-0.010720s,0.000079s,0.010799s
1641515166.044836250s,1641515166.055718394s,1641515166.055962841s,1641515166.045207561s,0.010882s,-0.010755s,0.000063s,0.010819s
1641515166.045440900s,1641515166.056308439s,1641515166.056498519s,1641515166.045722573s,0.010868s,-0.010776s,0.000046s,0.010822s
1641515166.045957110s,1641515166.056826517s,1641515166.057017493s,1641515166.046260607s,0.010870s,-0.010757s,0.000056s,0.010813s
1641515166.046475247s,1641515166.057361555s,1641515166.057538706s,1641515166.046802494s,0.010886s,-0.010736s,0.000075s,0.010811s
1641515166.047020625s,1641515166.057899057s,1641515166.058074928s,1641515166.047334069s,0.010878s,-0.010741s,0.000069s,0.010810s
1641515166.047561627s,1641515166.058436751s,1641515166.058640782s,1641515166.047875801s,0.010875s,-0.010765s,0.000055s,0.010820s
1641515166.048099556s,1641515166.059055116s,1641515166.059195947s,1641515166.048408157s,0.010956s,-0.010788s,0.000084s,0.010872s
1641515166.048647381s,1641515166.059595850s,1641515166.059741769s,1641515166.049025671s,0.010948s,-0.010716s,0.000116s,0.010832s
1641515166.049255573s,1641515166.060211271s,1641515166.060352519s,1641515166.049644592s,0.010956s,-0.010708s,0.000124s,0.010832s
1641515166.049869077s,1641515166.060744997s,1641515166.060935364s,1641515166.050176844s,0.010876s,-0.010758s,0.000059s,0.010817s
1641515166.050394610s,1641515166.061269347s,1641515166.061482210s,1641515166.050702013s,0.010875s,-0.010780s,0.000047s,0.010827s
1641515166.050933893s,1641515166.061883328s,1641515166.062025824s,1641515166.051237494s,0.010949s,-0.010788s,0.000081s,0.010869s
1641515166.051459166s,1641515166.062335134s,1641515166.062554077s,1641515166.051819695s,0.010876s,-0.010734s,0.000071s,0.010805s
1641515166.052047253s,1641515166.062926876s,1641515166.063116571s,1641515166.052359291s,0.010880s,-0.010757s,0.000061s,0.010818s
1641515166.052576484s,1641515166.063454490s,1641515166.063643737s,1641515166.052880449s,0.010878s,-0.010763s,0.000057s,0.010821s
1641515166.053111236s,1641515166.063986103s,1641515166.064174391s,1641515166.053425775s,0.010875s,-0.010749s,0.000063s,0.010812s
1641515166.053641665s,1641515166.064520629s,1641515166.064715156s,1641515166.053955579s,0.010879s,-0.010760s,0.000060s,0.010819s
1641515166.054180792s,1641515166.065058323s,1641515166.065247922s,1641515166.054477310s,0.010877s,-0.010771s,0.000053s,0.010824s
1641515166.054700231s,1641515166.065575153s,1641515166.065769712s,1641515166.054997426s,0.010875s,-0.010772s,0.000051s,0.010824s
1641515166.055212431s,1641515166.066102383s,1641515166.066281070s,1641515166.055514105s,0.010890s,-0.010767s,0.000061s,0.010828s
1641515166.055749683s,1641515166.066618828s,1641515166.066823148s,1641515166.056070264s,0.010869s,-0.010753s,0.000058s,0.010811s
1641515166.056306936s,1641515166.067257098s,1641515166.067398345s,1641515166.056674653s,0.010950s,-0.010724s,0.000113s,0.010837s
1641515166.056912471s,1641515166.067780936s,1641515166.067978407s,1641515166.057216697s,0.010869s,-0.010762s,0.000053s,0.010815s
1641515166.057447171s,1641515166.068396133s,1641515166.068538372s,1641515166.057747282s,0.010949s,-0.010791s,0.000079s,0.010870s
1641515166.057971402s,1641515166.068847267s,1641515166.069035970s,1641515166.058288284s,0.010876s,-0.010748s,0.000064s,0.010812s
1641515166.058506414s,1641515166.069384417s,1641515166.069576192s,1641515166.058831162s,0.010878s,-0.010745s,0.000066s,0.010811s
1641515166.059047260s,1641515166.069924703s,1641515166.070113822s,1641515166.059364039s,0.010877s,-0.010750s,0.000064s,0.010814s
1641515166.059581856s,1641515166.070466460s,1641515166.070652764s,1641515166.059914052s,0.010885s,-0.010739s,0.000073s,0.010812s
1641515166.060133275s,1641515166.071027802s,1641515166.071209977s,1641515166.060423647s,0.010895s,-0.010786s,0.000054s,0.010840s
1641515166.060653965s,1641515166.071528920s,1641515166.071714935s,1641515166.061009077s,0.010875s,-0.010706s,0.000085s,0.010790s
1641515166.061242624s,1641515166.072200245s,1641515166.072341205s,1641515166.061636540s,0.010958s,-0.010705s,0.000126s,0.010831s
1641515166.061867483s,1641515166.072826898s,1641515166.072968626s,1641515166.062185719s,0.010959s,-0.010783s,0.000088s,0.010871s
1641515166.062410672s,1641515166.073367472s,1641515166.073523408s,1641515166.062804744s,0.010957s,-0.010719s,0.000119s,0.010838s
1641515166.063028447s,1641515166.073905582s,1641515166.074103757s,1641515166.063363299s,0.010877s,-0.010741s,0.000068s,0.010809s
1641515166.063598252s,1641515166.074469836s,1641515166.074669963s,1641515166.063904562s,0.010872s,-0.010766s,0.000053s,0.010819s
1641515166.064160661s,1641515166.075109641s,1641515166.075252904s,1641515166.064554160s,0.010949s,-0.010699s,0.000125s,0.010824s
1641515166.064776665s,1641515166.075671303s,1641515166.075849670s,1641515166.065077662s,0.010895s,-0.010772s,0.000061s,0.010833s
1641515166.065311470s,1641515166.076183460s,1641515166.076380964s,1641515166.065610175s,0.010872s,-0.010771s,0.000051s,0.010821s
1641515166.065847941s,1641515166.076719138s,1641515166.076915489s,1641515166.066147739s,0.010871s,-0.010768s,0.000052s,0.010819s
1641515166.066368265s,1641515166.077328128s,1641515166.077470271s,1641515166.066763743s,0.010960s,-0.010707s,0.000127s,0.010833s
1641515166.066986665s,1641515166.077866973s,1641515166.078048093s,1641515166.067305631s,0.010880s,-0.010742s,0.000069s,0.010811s
1641515166.067528657s,1641515166.078410811s,1641515166.078598522s,1641515166.067840748s,0.010882s,-0.010758s,0.000062s,0.010820s
