T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,ptp,quic
1641992142.637362212s,1641992142.667539105s,1641992142.667559791s,1641992142.638127284s,0.030177s,-0.029433s,0.000372s,0.029805,0.032668985
1641992142.638127284s,1641992142.668193514s,1641992142.668226077s,1641992142.638755535s,0.030066s,-0.029470s,0.000298s,0.029768,0.03266868
1641992142.638755535s,1641992142.668958244s,1641992142.668979698s,1641992142.639485327s,0.030203s,-0.029494s,0.000354s,0.029848,0.032668659
1641992142.639485327s,1641992142.669743492s,1641992142.669766273s,1641992142.640268575s,0.030258s,-0.029498s,0.000380s,0.029878,0.03266862
1641992142.640268575s,1641992142.670462923s,1641992142.670497315s,1641992142.641038449s,0.030194s,-0.029459s,0.000368s,0.029827,0.032668371
1641992142.641038449s,1641992142.671246839s,1641992142.671276502s,1641992142.641792131s,0.030208s,-0.029485s,0.000362s,0.029846,0.032668234
1641992142.641792131s,1641992142.671990413s,1641992142.672020952s,1641992142.642545783s,0.030198s,-0.029475s,0.000362s,0.029837,0.032667986
1641992142.642545783s,1641992142.672732464s,1641992142.672762110s,1641992142.643266764s,0.030187s,-0.029495s,0.000346s,0.029841,0.03266787
1641992142.643266764s,1641992142.673544164s,1641992142.673564830s,1641992142.644074331s,0.030277s,-0.029490s,0.000394s,0.029884,0.032667698
1641992142.644074331s,1641992142.674297006s,1641992142.674326886s,1641992142.644851451s,0.030223s,-0.029475s,0.000374s,0.029849,0.032667783
1641992142.644851451s,1641992142.675120496s,1641992142.675150437s,1641992142.645661514s,0.030269s,-0.029489s,0.000390s,0.029879,0.032667669
1641992142.645661514s,1641992142.675860732s,1641992142.675891443s,1641992142.646400304s,0.030199s,-0.029491s,0.000354s,0.029845,0.032667307
1641992142.646400304s,1641992142.676591105s,1641992142.676618305s,1641992142.647168437s,0.030191s,-0.029450s,0.000371s,0.02982,0.032667064
1641992142.647168437s,1641992142.677447080s,1641992142.677477644s,1641992142.647978693s,0.030279s,-0.029499s,0.000390s,0.029889,0.032666671
1641992142.647978693s,1641992142.678185087s,1641992142.678217550s,1641992142.648745098s,0.030206s,-0.029473s,0.000367s,0.029839,0.03267189
1641992142.648745098s,1641992142.678945007s,1641992142.678946920s,1641992142.649455435s,0.030200s,-0.029491s,0.000354s,0.029846,0.0326772
1641992142.649455435s,1641992142.679686414s,1641992142.679717859s,1641992142.652352455s,0.030231s,-0.027365s,0.001433s,0.028798,0.032676639
1641992142.652352455s,1641992142.682605954s,1641992142.682646046s,1641992142.653161494s,0.030253s,-0.029485s,0.000384s,0.029869,0.032676093
1641992142.653161494s,1641992142.683372485s,1641992142.683391360s,1641992142.653900963s,0.030211s,-0.029490s,0.000360s,0.029851,0.032676122
1641992142.653900963s,1641992142.684089803s,1641992142.684115278s,1641992142.654625356s,0.030189s,-0.029490s,0.000350s,0.029839,0.03267616
1641992142.654625356s,1641992142.684821500s,1641992142.684844113s,1641992142.655352177s,0.030196s,-0.029492s,0.000352s,0.029844,0.03267602
1641992142.655352177s,1641992142.685575641s,1641992142.685596582s,1641992142.656090366s,0.030224s,-0.029506s,0.000359s,0.029865,0.032675774
1641992142.656090366s,1641992142.686279318s,1641992142.686304804s,1641992142.656815156s,0.030189s,-0.029490s,0.000350s,0.029839,0.032675661
1641992142.656815156s,1641992142.687024672s,1641992142.687054747s,1641992142.657666264s,0.030210s,-0.029388s,0.000411s,0.029799,0.032675529
1641992142.657666264s,1641992142.687873698s,1641992142.687914702s,1641992142.658475665s,0.030207s,-0.029439s,0.000384s,0.029823,0.03267552
1641992142.658475665s,1641992142.688666464s,1641992142.688680423s,1641992142.659303592s,0.030191s,-0.029377s,0.000407s,0.029784,0.032675435
1641992142.659303592s,1641992142.689486221s,1641992142.689506869s,1641992142.660028622s,0.030183s,-0.029478s,0.000352s,0.02983,0.032675326
1641992142.660028622s,1641992142.690202457s,1641992142.690228284s,1641992142.660749730s,0.030174s,-0.029479s,0.000348s,0.029826,0.032675243
1641992142.660749730s,1641992142.690944434s,1641992142.690961835s,1641992142.664359251s,0.030195s,-0.026603s,0.001796s,0.028399,0.032674766
1641992142.664359251s,1641992142.694596711s,1641992142.694600470s,1641992142.665176023s,0.030237s,-0.029425s,0.000406s,0.029831,0.032674434
1641992142.665176023s,1641992142.695459909s,1641992142.695510865s,1641992142.666020205s,0.030284s,-0.029491s,0.000397s,0.029887,0.032674121
1641992142.666020205s,1641992142.696222407s,1641992142.696247290s,1641992142.666779204s,0.030202s,-0.029468s,0.000367s,0.029835,0.032673917
1641992142.666779204s,1641992142.697106241s,1641992142.697108036s,1641992142.667622372s,0.030327s,-0.029486s,0.000421s,0.029906,0.032673473
1641992142.667622372s,1641992142.697835345s,1641992142.697856593s,1641992142.668353663s,0.030213s,-0.029503s,0.000355s,0.029858,0.032673629
1641992142.668353663s,1641992142.698557868s,1641992142.698583810s,1641992142.669096910s,0.030204s,-0.029487s,0.000359s,0.029846,0.032673502
1641992142.669096910s,1641992142.699311352s,1641992142.699313344s,1641992142.669814249s,0.030214s,-0.029499s,0.000358s,0.029857,0.032673491
1641992142.669814249s,1641992142.700051967s,1641992142.700053905s,1641992142.670682732s,0.030238s,-0.029371s,0.000433s,0.029804,0.032673588
1641992142.670682732s,1641992142.700889083s,1641992142.700890985s,1641992142.671417811s,0.030206s,-0.029473s,0.000367s,0.02984,0.032667963
1641992142.671417811s,1641992142.701649060s,1641992142.701699951s,1641992142.672558347s,0.030231s,-0.029142s,0.000545s,0.029686,0.03266528
1641992142.672558347s,1641992142.702753753s,1641992142.702755338s,1641992142.673269666s,0.030195s,-0.029486s,0.000355s,0.029841,0.032665137
1641992142.673269666s,1641992142.703461102s,1641992142.703483846s,1641992142.674025098s,0.030191s,-0.029459s,0.000366s,0.029825,0.03266521
1641992142.674025098s,1641992142.704222409s,1641992142.704243596s,1641992142.674755491s,0.030197s,-0.029488s,0.000355s,0.029843,0.032664962
1641992142.674755491s,1641992142.704952259s,1641992142.704974577s,1641992142.675480686s,0.030197s,-0.029494s,0.000351s,0.029845,0.032664505
1641992142.675480686s,1641992142.705651138s,1641992142.705674039s,1641992142.676229889s,0.030170s,-0.029444s,0.000363s,0.029807,0.032664019
1641992142.676229889s,1641992142.706449677s,1641992142.706470975s,1641992142.677000937s,0.030220s,-0.029470s,0.000375s,0.029845,0.032664037
1641992142.677000937s,1641992142.707185021s,1641992142.707213844s,1641992142.677900691s,0.030184s,-0.029313s,0.000435s,0.029749,0.032663956
1641992142.677900691s,1641992142.708106292s,1641992142.708107781s,1641992142.678621383s,0.030205s,-0.029486s,0.000360s,0.029846,0.032663784
1641992142.678621383s,1641992142.708904683s,1641992142.708945489s,1641992142.679486988s,0.030283s,-0.029459s,0.000412s,0.029871,0.032663379
1641992142.679486988s,1641992142.709674156s,1641992142.709696323s,1641992142.680196980s,0.030187s,-0.029499s,0.000344s,0.029843,0.032663013
1641992142.680196980s,1641992142.710392780s,1641992142.710418049s,1641992142.680937574s,0.030196s,-0.029480s,0.000358s,0.029838,0.032662786
1641992142.680937574s,1641992142.711089413s,1641992142.711123587s,1641992142.681644344s,0.030152s,-0.029479s,0.000336s,0.029816,0.032662522
1641992142.681644344s,1641992142.711869146s,1641992142.711871039s,1641992142.682366122s,0.030225s,-0.029505s,0.000360s,0.029865,0.032662281
1641992142.682366122s,1641992142.712575797s,1641992142.712577662s,1641992142.683108943s,0.030210s,-0.029469s,0.000371s,0.029839,0.03266186
1641992142.683108943s,1641992142.713330911s,1641992142.713350508s,1641992142.683866272s,0.030222s,-0.029484s,0.000369s,0.029853,0.032661914
1641992142.683866272s,1641992142.714014195s,1641992142.714015507s,1641992142.684516203s,0.030148s,-0.029499s,0.000324s,0.029824,0.032661598
1641992142.684516203s,1641992142.714738132s,1641992142.714741128s,1641992142.688360734s,0.030222s,-0.026381s,0.001921s,0.028301,0.032661598
1641992142.688360734s,1641992142.718570659s,1641992142.718572768s,1641992142.689146501s,0.030210s,-0.029426s,0.000392s,0.029818,0.032661167
1641992142.689146501s,1641992142.719416128s,1641992142.719417892s,1641992142.689945814s,0.030270s,-0.029472s,0.000399s,0.029871,0.032660748
1641992142.689945814s,1641992142.720155411s,1641992142.720192845s,1641992142.690805126s,0.030210s,-0.029388s,0.000411s,0.029799,0.032660683
1641992142.690805126s,1641992142.721052146s,1641992142.721054190s,1641992142.691566652s,0.030247s,-0.029487s,0.000380s,0.029867,0.032660324
1641992142.691566652s,1641992142.721766260s,1641992142.721768404s,1641992142.692276185s,0.030200s,-0.029492s,0.000354s,0.029846,0.032660259
1641992142.692276185s,1641992142.722487041s,1641992142.722542883s,1641992142.693041038s,0.030211s,-0.029502s,0.000354s,0.029856,0.032660354
1641992142.693041038s,1641992142.723236685s,1641992142.723238674s,1641992142.693721571s,0.030196s,-0.029517s,0.000339s,0.029856,0.032660267
1641992142.693721571s,1641992142.723964731s,1641992142.723967517s,1641992142.696317802s,0.030243s,-0.027650s,0.001297s,0.028946,0.032660249
1641992142.696317802s,1641992142.726518500s,1641992142.726522763s,1641992142.697032814s,0.030200s,-0.029490s,0.000355s,0.029845,0.032660187
1641992142.697032814s,1641992142.727226301s,1641992142.727230337s,1641992142.697766703s,0.030193s,-0.029464s,0.000365s,0.029828,0.032659989
1641992142.697766703s,1641992142.728005994s,1641992142.728009420s,1641992142.698612576s,0.030239s,-0.029397s,0.000421s,0.029818,0.032659745
1641992142.698612576s,1641992142.728833873s,1641992142.728855154s,1641992142.699481131s,0.030221s,-0.029374s,0.000424s,0.029798,0.03265981
1641992142.699481131s,1641992142.729665281s,1641992142.729714633s,1641992142.700266408s,0.030184s,-0.029448s,0.000368s,0.029816,0.032659426
1641992142.700266408s,1641992142.730457757s,1641992142.730459727s,1641992142.700966872s,0.030191s,-0.029493s,0.000349s,0.029842,0.032659513
1641992142.700966872s,1641992142.731182728s,1641992142.731184615s,1641992142.701738486s,0.030216s,-0.029446s,0.000385s,0.029831,0.032658999
1641992142.701738486s,1641992142.731941617s,1641992142.731952100s,1641992142.702460222s,0.030203s,-0.029492s,0.000356s,0.029848,0.032659117
1641992142.702460222s,1641992142.732667584s,1641992142.732696163s,1641992142.703203393s,0.030207s,-0.029493s,0.000357s,0.02985,0.03265869
1641992142.703203393s,1641992142.733395527s,1641992142.733437191s,1641992142.703929974s,0.030192s,-0.029507s,0.000342s,0.02985,0.032658345
1641992142.703929974s,1641992142.734132225s,1641992142.734134310s,1641992142.704653265s,0.030202s,-0.029481s,0.000361s,0.029842,0.032658045
1641992142.704653265s,1641992142.734865989s,1641992142.734868646s,1641992142.706573253s,0.030213s,-0.028296s,0.000959s,0.029254,0.032657933
1641992142.706573253s,1641992142.736823753s,1641992142.736825815s,1641992142.707305440s,0.030251s,-0.029520s,0.000365s,0.029885,0.032657753
1641992142.707305440s,1641992142.737351475s,1641992142.737376861s,1641992142.707958762s,0.030046s,-0.029418s,0.000314s,0.029732,0.032657459
1641992142.707958762s,1641992142.738150608s,1641992142.738172571s,1641992142.708653320s,0.030192s,-0.029519s,0.000336s,0.029856,0.032657154
1641992142.708653320s,1641992142.738751113s,1641992142.738805004s,1641992142.709291230s,0.030098s,-0.029514s,0.000292s,0.029806,0.032657042
1641992142.709291230s,1641992142.739463464s,1641992142.739485450s,1641992142.709972228s,0.030172s,-0.029513s,0.000329s,0.029843,0.032656888
1641992142.709972228s,1641992142.740144473s,1641992142.740167347s,1641992142.710678279s,0.030172s,-0.029489s,0.000342s,0.029831,0.032656554
1641992142.710678279s,1641992142.740852119s,1641992142.740875045s,1641992142.711431921s,0.030174s,-0.029443s,0.000365s,0.029808,0.032656145
1641992142.711431921s,1641992142.741726160s,1641992142.741749427s,1641992142.712235534s,0.030294s,-0.029514s,0.000390s,0.029904,0.032655303
1641992142.712235534s,1641992142.742433964s,1641992142.742460761s,1641992142.712940896s,0.030199s,-0.029520s,0.000339s,0.029859,0.032654577
1641992142.712940896s,1641992142.743118169s,1641992142.743140989s,1641992142.713646581s,0.030177s,-0.029494s,0.000342s,0.029836,0.032650078
1641992142.713646581s,1641992142.743843588s,1641992142.743863744s,1641992142.714377159s,0.030197s,-0.029487s,0.000355s,0.029842,0.03264927
1641992142.714377159s,1641992142.744583306s,1641992142.744595850s,1641992142.715134143s,0.030206s,-0.029462s,0.000372s,0.029834,0.032649026
1641992142.715134143s,1641992142.745375788s,1641992142.745399068s,1641992142.715909466s,0.030242s,-0.029490s,0.000376s,0.029866,0.032648697
1641992142.715909466s,1641992142.746144569s,1641992142.746165086s,1641992142.716744647s,0.030235s,-0.029420s,0.000407s,0.029828,0.032648574
1641992142.716744647s,1641992142.746935806s,1641992142.746968768s,1641992142.717486846s,0.030191s,-0.029482s,0.000355s,0.029837,0.03264855
1641992142.717486846s,1641992142.747703243s,1641992142.747732836s,1641992142.718236294s,0.030216s,-0.029497s,0.000360s,0.029857,0.032648314
1641992142.718236294s,1641992142.748433572s,1641992142.748447252s,1641992142.718970282s,0.030197s,-0.029477s,0.000360s,0.029837,0.032648355
1641992142.718970282s,1641992142.749182766s,1641992142.749242625s,1641992142.719748838s,0.030212s,-0.029494s,0.000359s,0.029853,0.032647907
1641992142.719748838s,1641992142.749952673s,1641992142.749972573s,1641992142.720474166s,0.030204s,-0.029498s,0.000353s,0.029851,0.032647897
1641992142.720474166s,1641992142.750665969s,1641992142.750687791s,1641992142.724338704s,0.030192s,-0.026349s,0.001921s,0.02827,0.032647868
1641992142.724338704s,1641992142.754510654s,1641992142.754533282s,1641992142.725414974s,0.030172s,-0.029118s,0.000527s,0.029645,0.032647608
1641992142.725414974s,1641992142.755661805s,1641992142.755680659s,1641992142.726797761s,0.030247s,-0.028883s,0.000682s,0.029565,0.032647372
1641992142.726797761s,1641992142.757020062s,1641992142.757036841s,1641992142.728316705s,0.030222s,-0.028720s,0.000751s,0.029471,0.032647393
1641992142.728316705s,1641992142.758591958s,1641992142.758611375s,1641992142.729920104s,0.030275s,-0.028691s,0.000792s,0.029483,0.032647539
1641992142.729920104s,1641992142.760138735s,1641992142.760156637s,1641992142.735073739s,0.030219s,-0.025083s,0.002568s,0.027651,0.03264749
1641992142.735073739s,1641992142.765250316s,1641992142.765271364s,1641992142.735793164s,0.030176s,-0.029478s,0.000349s,0.029827,0.032647529
1641992142.735793164s,1641992142.765975668s,1641992142.765994707s,1641992142.736531100s,0.030183s,-0.029464s,0.000359s,0.029823,0.032647634
1641992142.736531100s,1641992142.766713778s,1641992142.766733037s,1641992142.737262754s,0.030183s,-0.029470s,0.000356s,0.029827,0.032647586
1641992142.737262754s,1641992142.767467674s,1641992142.767485663s,1641992142.738003396s,0.030205s,-0.029482s,0.000361s,0.029844,0.032646771
1641992142.738003396s,1641992142.768178742s,1641992142.768202864s,1641992142.738706943s,0.030175s,-0.029496s,0.000340s,0.029836,0.032646519
1641992142.738706943s,1641992142.768902466s,1641992142.768922428s,1641992142.739452463s,0.030196s,-0.029470s,0.000363s,0.029833,0.0326465
1641992142.739452463s,1641992142.769627564s,1641992142.769643996s,1641992142.740139566s,0.030175s,-0.029505s,0.000335s,0.02984,0.032646309
1641992142.740139566s,1641992142.770316730s,1641992142.770337268s,1641992142.740853933s,0.030177s,-0.029483s,0.000347s,0.02983,0.032646143
1641992142.740853933s,1641992142.771093061s,1641992142.771112221s,1641992142.741614932s,0.030239s,-0.029497s,0.000371s,0.029868,0.032646166
1641992142.741614932s,1641992142.771788010s,1641992142.771807298s,1641992142.742565631s,0.030173s,-0.029242s,0.000466s,0.029707,0.03264591
1641992142.742565631s,1641992142.772741054s,1641992142.772760536s,1641992142.743266616s,0.030175s,-0.029494s,0.000341s,0.029835,0.032645849
1641992142.743266616s,1641992142.773369323s,1641992142.773388992s,1641992142.743941709s,0.030103s,-0.029447s,0.000328s,0.029775,0.032646153
1641992142.743941709s,1641992142.774100847s,1641992142.774119671s,1641992142.744619598s,0.030159s,-0.029500s,0.000329s,0.02983,0.032646076
1641992142.744619598s,1641992142.774805185s,1641992142.774824465s,1641992142.745333644s,0.030185s,-0.029491s,0.000347s,0.029838,0.032645891
1641992142.745333644s,1641992142.775513522s,1641992142.775550045s,1641992142.746052426s,0.030180s,-0.029498s,0.000341s,0.029839,0.032645887
1641992142.746052426s,1641992142.776222378s,1641992142.776245766s,1641992142.746753044s,0.030170s,-0.029493s,0.000339s,0.029831,0.03264574
1641992142.746753044s,1641992142.776916634s,1641992142.776945059s,1641992142.747448177s,0.030164s,-0.029497s,0.000333s,0.02983,0.032645409
1641992142.747448177s,1641992142.777604494s,1641992142.777625719s,1641992142.748132956s,0.030156s,-0.029493s,0.000332s,0.029825,0.032645057
1641992142.748132956s,1641992142.778296143s,1641992142.778316884s,1641992142.748816928s,0.030163s,-0.029500s,0.000332s,0.029832,0.03264495
1641992142.748816928s,1641992142.778977934s,1641992142.779007619s,1641992142.749495602s,0.030161s,-0.029512s,0.000324s,0.029837,0.032644996
1641992142.749495602s,1641992142.779687583s,1641992142.779707656s,1641992142.750403287s,0.030192s,-0.029304s,0.000444s,0.029748,0.032645081
1641992142.750403287s,1641992142.780603882s,1641992142.780625119s,1641992142.751131491s,0.030200s,-0.029494s,0.000353s,0.029847,0.032644814
1641992142.751131491s,1641992142.781315671s,1641992142.781335571s,1641992142.751866205s,0.030184s,-0.029469s,0.000357s,0.029827,0.032644573
1641992142.751866205s,1641992142.782043101s,1641992142.782061941s,1641992142.752563788s,0.030177s,-0.029498s,0.000339s,0.029838,0.032644275
1641992142.752563788s,1641992142.782760590s,1641992142.782781282s,1641992142.753279941s,0.030197s,-0.029501s,0.000348s,0.029849,0.032644169
1641992142.753279941s,1641992142.783463840s,1641992142.783483810s,1641992142.753975883s,0.030184s,-0.029508s,0.000338s,0.029846,0.03264378
1641992142.753975883s,1641992142.784166998s,1641992142.784187761s,1641992142.754696626s,0.030191s,-0.029491s,0.000350s,0.029841,0.032643517
1641992142.754696626s,1641992142.784897998s,1641992142.784919197s,1641992142.755424874s,0.030201s,-0.029494s,0.000354s,0.029848,0.03264345
1641992142.755424874s,1641992142.785608908s,1641992142.785625850s,1641992142.759479439s,0.030184s,-0.026146s,0.002019s,0.028165,0.03264327
1641992142.759479439s,1641992142.789733051s,1641992142.789750568s,1641992142.760277875s,0.030253s,-0.029473s,0.000390s,0.029863,0.032642949
1641992142.760277875s,1641992142.790480312s,1641992142.790499925s,1641992142.761008592s,0.030202s,-0.029491s,0.000355s,0.029847,0.032642926
1641992142.761008592s,1641992142.791187744s,1641992142.791200168s,1641992142.761795423s,0.030179s,-0.029405s,0.000387s,0.029792,0.032643048
1641992142.761795423s,1641992142.791987299s,1641992142.792001434s,1641992142.762642679s,0.030192s,-0.029359s,0.000416s,0.029775,0.032642788
1641992142.762642679s,1641992142.792836923s,1641992142.792855102s,1641992142.763357960s,0.030194s,-0.029497s,0.000349s,0.029846,0.032645076
1641992142.763357960s,1641992142.793543106s,1641992142.793559879s,1641992142.764068490s,0.030185s,-0.029491s,0.000347s,0.029838,0.032645004
1641992142.764068490s,1641992142.794260170s,1641992142.794276135s,1641992142.764782469s,0.030192s,-0.029494s,0.000349s,0.029843,0.032644519
1641992142.764782469s,1641992142.794981570s,1641992142.794999254s,1641992142.765509830s,0.030199s,-0.029490s,0.000355s,0.029844,0.032644263
1641992142.765509830s,1641992142.795694491s,1641992142.795710634s,1641992142.766290355s,0.030185s,-0.029420s,0.000382s,0.029802,0.032645824
1641992142.766290355s,1641992142.796470976s,1641992142.796487821s,1641992142.768211433s,0.030180s,-0.028276s,0.000952s,0.029228,0.032644664
1641992142.768211433s,1641992142.798411266s,1641992142.798423832s,1641992142.768934956s,0.030200s,-0.029489s,0.000356s,0.029844,0.032648917
1641992142.768934956s,1641992142.799144342s,1641992142.799166971s,1641992142.769656062s,0.030209s,-0.029511s,0.000349s,0.02986,0.032648983
1641992142.769656062s,1641992142.799846185s,1641992142.799849658s,1641992142.770368319s,0.030190s,-0.029481s,0.000354s,0.029836,0.032654261
1641992142.770368319s,1641992142.800576407s,1641992142.800597795s,1641992142.771089250s,0.030208s,-0.029509s,0.000350s,0.029858,0.03265371
1641992142.771089250s,1641992142.801296863s,1641992142.801298766s,1641992142.771785583s,0.030208s,-0.029513s,0.000347s,0.02986,0.032653397
1641992142.771785583s,1641992142.801969301s,1641992142.801989588s,1641992142.772464685s,0.030184s,-0.029525s,0.000329s,0.029854,0.032653214
1641992142.772464685s,1641992142.802670280s,1641992142.802707596s,1641992142.773186787s,0.030205s,-0.029521s,0.000342s,0.029863,0.032654982
1641992142.773186787s,1641992142.803369535s,1641992142.803389824s,1641992142.773877400s,0.030183s,-0.029512s,0.000335s,0.029848,0.032654908
1641992142.773877400s,1641992142.804100733s,1641992142.804125533s,1641992142.774601727s,0.030223s,-0.029524s,0.000350s,0.029874,0.032654547
1641992142.774601727s,1641992142.804790755s,1641992142.804792829s,1641992142.775302488s,0.030189s,-0.029490s,0.000349s,0.02984,0.032654349
1641992142.775302488s,1641992142.805477984s,1641992142.805498692s,1641992142.775999262s,0.030176s,-0.029499s,0.000338s,0.029837,0.032661024
1641992142.775999262s,1641992142.806202283s,1641992142.806223425s,1641992142.776760125s,0.030203s,-0.029463s,0.000370s,0.029833,0.03266418
1641992142.776760125s,1641992142.806953787s,1641992142.806971365s,1641992142.778245478s,0.030194s,-0.028726s,0.000734s,0.02946,0.032664217
1641992142.778245478s,1641992142.808441795s,1641992142.808460871s,1641992142.778994433s,0.030196s,-0.029467s,0.000365s,0.029832,0.032664091
1641992142.778994433s,1641992142.809173996s,1641992142.809195674s,1641992142.779757517s,0.030180s,-0.029438s,0.000371s,0.029809,0.03266395
1641992142.779757517s,1641992142.809958347s,1641992142.809977761s,1641992142.780491434s,0.030201s,-0.029486s,0.000357s,0.029844,0.032663576
1641992142.780491434s,1641992142.810660159s,1641992142.810681772s,1641992142.781213098s,0.030169s,-0.029469s,0.000350s,0.029819,0.032663361
1641992142.781213098s,1641992142.811387070s,1641992142.811401726s,1641992142.781914853s,0.030174s,-0.029487s,0.000344s,0.02983,0.032663275
1641992142.781914853s,1641992142.812090242s,1641992142.812114760s,1641992142.782609692s,0.030175s,-0.029505s,0.000335s,0.02984,0.032663191
1641992142.782609692s,1641992142.812780875s,1641992142.812805244s,1641992142.783300138s,0.030171s,-0.029505s,0.000333s,0.029838,0.032663356
1641992142.783300138s,1641992142.813335220s,1641992142.813364020s,1641992142.783931026s,0.030035s,-0.029433s,0.000301s,0.029734,0.032663431
1641992142.783931026s,1641992142.814127044s,1641992142.814146935s,1641992142.784720943s,0.030196s,-0.029426s,0.000385s,0.029811,0.032663365
1641992142.784720943s,1641992142.814879081s,1641992142.814902107s,1641992142.785527912s,0.030158s,-0.029374s,0.000392s,0.029766,0.032663496
1641992142.785527912s,1641992142.815706441s,1641992142.815727311s,1641992142.786272655s,0.030179s,-0.029454s,0.000362s,0.029817,0.032663278
1641992142.786272655s,1641992142.816462448s,1641992142.816481692s,1641992142.787100987s,0.030190s,-0.029381s,0.000405s,0.029785,0.032663101
1641992142.787100987s,1641992142.817276723s,1641992142.817299194s,1641992142.788083119s,0.030176s,-0.029216s,0.000480s,0.029696,0.032662812
1641992142.788083119s,1641992142.818262886s,1641992142.818285786s,1641992142.788801951s,0.030180s,-0.029484s,0.000348s,0.029832,0.032662704
1641992142.788801951s,1641992142.818927184s,1641992142.818948726s,1641992142.789498260s,0.030125s,-0.029450s,0.000337s,0.029788,0.032662503
1641992142.789498260s,1641992142.819706994s,1641992142.819728700s,1641992142.790255907s,0.030209s,-0.029473s,0.000368s,0.029841,0.032662449
1641992142.790255907s,1641992142.820460742s,1641992142.820465064s,1641992142.794328806s,0.030205s,-0.026136s,0.002034s,0.028171,0.03266218
1641992142.794328806s,1641992142.824538001s,1641992142.824560092s,1641992142.795075017s,0.030209s,-0.029485s,0.000362s,0.029847,0.032661991
1641992142.795075017s,1641992142.825286027s,1641992142.825326289s,1641992142.795857688s,0.030211s,-0.029469s,0.000371s,0.02984,0.0326621
1641992142.795857688s,1641992142.826060980s,1641992142.826081937s,1641992142.796589667s,0.030203s,-0.029492s,0.000355s,0.029848,0.032662015
1641992142.796589667s,1641992142.826784766s,1641992142.826807603s,1641992142.797309102s,0.030195s,-0.029498s,0.000348s,0.029847,0.032661616
1641992142.797309102s,1641992142.827495904s,1641992142.827515550s,1641992142.798004262s,0.030187s,-0.029511s,0.000338s,0.029849,0.032661734
1641992142.798004262s,1641992142.828219273s,1641992142.828246661s,1641992142.798767936s,0.030215s,-0.029479s,0.000368s,0.029847,0.032661814
1641992142.798767936s,1641992142.828956915s,1641992142.828978884s,1641992142.799484547s,0.030189s,-0.029494s,0.000347s,0.029842,0.032661819
1641992142.799484547s,1641992142.829678050s,1641992142.829707963s,1641992142.804363381s,0.030194s,-0.025344s,0.002425s,0.027769,0.032661841
1641992142.804363381s,1641992142.834598480s,1641992142.834622776s,1641992142.805137104s,0.030235s,-0.029486s,0.000375s,0.02986,0.032661637
1641992142.805137104s,1641992142.835330588s,1641992142.835353274s,1641992142.805866717s,0.030193s,-0.029487s,0.000353s,0.02984,0.032663401
1641992142.805866717s,1641992142.836054205s,1641992142.836070288s,1641992142.806587066s,0.030187s,-0.029483s,0.000352s,0.029835,0.032659422
1641992142.806587066s,1641992142.836761821s,1641992142.836782722s,1641992142.807319646s,0.030175s,-0.029463s,0.000356s,0.029819,0.032659462
1641992142.807319646s,1641992142.837505281s,1641992142.837530494s,1641992142.808040362s,0.030186s,-0.029490s,0.000348s,0.029838,0.032659356
1641992142.808040362s,1641992142.838272224s,1641992142.838323193s,1641992142.808842293s,0.030232s,-0.029481s,0.000376s,0.029856,0.032659255
1641992142.808842293s,1641992142.839036641s,1641992142.839058748s,1641992142.809581439s,0.030195s,-0.029477s,0.000359s,0.029836,0.032659117
1641992142.809581439s,1641992142.839762947s,1641992142.839784984s,1641992142.810308168s,0.030181s,-0.029477s,0.000352s,0.029829,0.03265881
1641992142.810308168s,1641992142.840489096s,1641992142.840524750s,1641992142.811039998s,0.030181s,-0.029485s,0.000348s,0.029833,0.032658598
1641992142.811039998s,1641992142.841243842s,1641992142.841259921s,1641992142.812636224s,0.030204s,-0.028624s,0.000790s,0.029414,0.032657737
1641992142.812636224s,1641992142.842950327s,1641992142.842983300s,1641992142.813496180s,0.030314s,-0.029487s,0.000414s,0.029901,0.032656982
1641992142.813496180s,1641992142.843987960s,1641992142.844008633s,1641992142.814545822s,0.030492s,-0.029463s,0.000515s,0.029977,0.032656666
1641992142.814545822s,1641992142.844617439s,1641992142.844641385s,1641992142.815226067s,0.030071s,-0.029415s,0.000328s,0.029743,0.032656737
1641992142.815226067s,1641992142.845395326s,1641992142.845442881s,1641992142.815949257s,0.030169s,-0.029494s,0.000338s,0.029831,0.032656686
1641992142.815949257s,1641992142.846119938s,1641992142.846142327s,1641992142.816654037s,0.030171s,-0.029488s,0.000341s,0.02983,0.032656769
1641992142.816654037s,1641992142.846816424s,1641992142.846836523s,1641992142.817363508s,0.030163s,-0.029473s,0.000345s,0.029818,0.0326565
1641992142.817363508s,1641992142.847528499s,1641992142.847544471s,1641992142.818146383s,0.030165s,-0.029398s,0.000383s,0.029781,0.03265977
1641992142.818146383s,1641992142.848305827s,1641992142.848326286s,1641992142.818964550s,0.030159s,-0.029362s,0.000399s,0.029761,0.032659553
1641992142.818964550s,1641992142.849129923s,1641992142.849150201s,1641992142.819661286s,0.030165s,-0.029489s,0.000338s,0.029827,0.032661714
1641992142.819661286s,1641992142.849725018s,1641992142.849744199s,1641992142.820249961s,0.030064s,-0.029494s,0.000285s,0.029779,0.0326609
1641992142.820249961s,1641992142.850437087s,1641992142.850458650s,1641992142.820979698s,0.030187s,-0.029479s,0.000354s,0.029833,0.032660618
